""	"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"V1"	"V3"	"V13"	"Protein.names"	"Organism"	"Gene.Ontology..biological.process."	"Gene.Ontology.IDs"	"transcript_type"
"744"	"irf3"	222.916950140381	-0.857888551648337	0.187604247782538	-4.57164522169649	4.83909744370068e-06	0.000260403931189143	"XM_060037478.1"	"P70671"	3.5e-22	"Interferon regulatory factor 3 (IRF-3)"	"Mus musculus (Mouse)"	"cellular response to lipopolysaccharide [GO:0071222]; cellular response to virus [GO:0098586]; defense response to virus [GO:0051607]; immune system process [GO:0002376]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; positive regulation of cytokine production [GO:0001819]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of interferon-alpha production [GO:0032727]; positive regulation of interferon-beta production [GO:0032728]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of type I interferon production [GO:0032481]; positive regulation of type I interferon-mediated signaling pathway [GO:0060340]; programmed necrotic cell death [GO:0097300]; regulation of apoptotic process [GO:0042981]; regulation of gene expression [GO:0010468]; regulation of inflammatory response [GO:0050727]; regulation of transcription by RNA polymerase II [GO:0006357]; response to bacterium [GO:0009617]; response to exogenous dsRNA [GO:0043330]; response to lipopolysaccharide [GO:0032496]; TRIF-dependent toll-like receptor signaling pathway [GO:0035666]; type I interferon-mediated signaling pathway [GO:0060337]"	"GO:0000978; GO:0000981; GO:0001228; GO:0001819; GO:0002376; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0006357; GO:0009617; GO:0010468; GO:0019904; GO:0031663; GO:0032481; GO:0032496; GO:0032727; GO:0032728; GO:0035666; GO:0042802; GO:0042803; GO:0042981; GO:0043123; GO:0043330; GO:0043565; GO:0045893; GO:0045944; GO:0050727; GO:0051607; GO:0060337; GO:0060340; GO:0071222; GO:0097300; GO:0098586; GO:1990837; GO:1990841"	"transcript variant X1, mRNA"
"745"	"LOC132446855"	32.163488028342	-0.83683742824263	0.179570063891226	-4.65217952866452	3.28444934271339e-06	0.000195424735891447	"XM_060037398.1"	"Q96Q89"	8.86e-115	"Kinesin-like protein KIF20B (Cancer/testis antigen 90) (CT90) (Kinesin family member 20B) (Kinesin-related motor interacting with PIN1) (M-phase phosphoprotein 1) (MPP1)"	"Homo sapiens (Human)"	"cell cycle [GO:0007049]; cell division [GO:0051301]; microtubule-based movement [GO:0007018]; neural tube closure [GO:0001843]; neuron projection morphogenesis [GO:0048812]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cytokinesis [GO:0032467]; positive regulation of intracellular protein transport [GO:0090316]; positive regulation of mitotic cytokinetic process [GO:1903438]; positive regulation of neuron migration [GO:2001224]; protein localization to microtubule [GO:0035372]; regulation of cell cycle [GO:0051726]; regulation of establishment of cell polarity [GO:2000114]; regulation of mitotic nuclear division [GO:0007088]"	"GO:0001843; GO:0003777; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005813; GO:0005829; GO:0005871; GO:0005874; GO:0007018; GO:0007049; GO:0007088; GO:0008017; GO:0008284; GO:0008574; GO:0016887; GO:0030426; GO:0030496; GO:0032467; GO:0035372; GO:0042803; GO:0045171; GO:0048471; GO:0048812; GO:0050699; GO:0051233; GO:0051301; GO:0051726; GO:0070938; GO:0090316; GO:0097431; GO:1903438; GO:1990023; GO:2000114; GO:2001224"	"transcript variant X1, mRNA"
"746"	"mrpl58"	392.091963663583	0.615209588697897	0.214670761525248	2.87628886286583	0.00402381290388369	0.0377541983808626	"XM_060037577.1"	"B5XAM2"	1.18e-61	"Peptidyl-tRNA hydrolase ICT1, mitochondrial (EC 3.1.1.29) (Immature colon carcinoma transcript 1 protein homolog)"	"Salmo salar (Atlantic salmon)"	"mitochondrial translational termination [GO:0070126]"	"GO:0004045; GO:0005739; GO:0005762; GO:0016150; GO:0070126"	"transcript variant X1, mRNA"
"747"	"dhx32a"	49.8671206523981	1.03072124661226	0.199658013396326	5.1687560255518	2.35657292911263e-07	2.20654787233525e-05	"XM_060037222.1"	"Q7L7V1"	0	"Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32 (EC 3.6.4.13) (DEAD/H box 32) (DEAD/H helicase-like protein 1) (DHLP1) (DEAH box protein 32) (HuDDX32)"	"Homo sapiens (Human)"	""	"GO:0003723; GO:0003724; GO:0005524; GO:0005681; GO:0005739; GO:0016887"	"mRNA"
"748"	"wu:fj29h11"	188.989062514218	-0.831692416549932	0.205014008455691	-4.05643096604246	4.98282810140519e-05	0.00152262327599724	"XM_060036963.1"	"F4JTS8"	2.09e-96	"Protein NO VEIN (Protein EMBRYO DEFECTIVE 2597)"	"Arabidopsis thaliana (Mouse-ear cress)"	"auxin polar transport [GO:0009926]; cell fate specification [GO:0001708]; embryo development ending in seed dormancy [GO:0009793]; leaf vascular tissue pattern formation [GO:0010305]; root development [GO:0048364]; stem cell population maintenance [GO:0019827]"	"GO:0001708; GO:0005634; GO:0009793; GO:0009926; GO:0010305; GO:0019827; GO:0048364"	"transcript variant X1, mRNA"
"749"	"LOC132446611"	24.4318561907421	-0.730983249948649	0.215482934558292	2.82782138385542	0.00468659472333573	0.0414470302202608	NA	NA	NA	NA	NA	NA	NA	NA
"750"	"LOC132446691"	55.937962508506	1.03874351670276	0.220640601105454	4.86496612752758	1.14476410787594e-06	8.01718289329191e-05	"XM_060037118.1"	"Q9JL26"	1.54e-145	"Formin-like protein 1 (Formin-related protein)"	"Mus musculus (Mouse)"	"actin filament severing [GO:0051014]; cell migration [GO:0016477]; cortical actin cytoskeleton organization [GO:0030866]; regulation of cell shape [GO:0008360]; substrate-dependent cell migration [GO:0006929]"	"GO:0005522; GO:0005829; GO:0005886; GO:0006929; GO:0008360; GO:0016477; GO:0030866; GO:0031267; GO:0032794; GO:0045335; GO:0051014; GO:0051015"	"transcript variant X1, mRNA"
"751"	"LOC132446454"	53.1898482906695	0.611738945728255	0.209949147515294	2.92513017250678	0.00344312162218999	0.0337329124390862	NA	NA	NA	NA	NA	NA	NA	NA
"752"	"LOC132446277"	44.8459287668477	-0.863064386214273	0.180422084310677	-4.78164792404011	1.73863993451555e-06	0.00011620307178769	"XM_060036491.1"	"P81004"	2.1e-158	"Voltage-dependent anion-selective channel protein 2 (VDAC-2) (Outer mitochondrial membrane protein porin)"	"Xenopus laevis (African clawed frog)"	""	"GO:0000166; GO:0005741; GO:0008308; GO:0015288; GO:0046930"	"mRNA"
"753"	"ankrd22"	462.636743803179	0.644136956268823	0.208041300778234	3.10503303220846	0.0019025777583432	0.0219795032745615	"XM_060036942.1"	"Q5VYY1"	2.52e-51	"Ankyrin repeat domain-containing protein 22"	"Homo sapiens (Human)"	""	""	"mRNA"
"754"	"nudt13"	47.9633180952919	-0.604370001854097	0.206702196787713	-2.92405330143735	0.00345505579029991	0.0338045799482752	"XM_060036408.1"	"Q86X67"	1.13e-116	"NAD(P)H pyrophosphatase NUDT13, mitochondrial (EC 3.6.1.22) (Nucleoside diphosphate-linked moiety X motif 13) (Nudix motif 13) (Protein KiSS-16)"	"Homo sapiens (Human)"	"NADH metabolic process [GO:0006734]; NADP catabolic process [GO:0006742]; nucleobase-containing small molecule interconversion [GO:0015949]"	"GO:0000210; GO:0005739; GO:0005759; GO:0006734; GO:0006742; GO:0015949; GO:0016462; GO:0035529; GO:0046872"	"transcript variant X1, mRNA"
"755"	"rsl1d1"	132.082968037658	-0.602441284253643	0.163608548501121	-3.67916171670686	0.000234001856113025	0.004851395421992	"XM_060036089.1"	"A4FV97"	1.67e-75	"Ribosomal L1 domain-containing protein 1"	"Bos taurus (Bovine)"	"maturation of LSU-rRNA [GO:0000470]; regulation of apoptotic process [GO:0042981]; regulation of cellular senescence [GO:2000772]; regulation of protein localization [GO:0032880]"	"GO:0000470; GO:0003723; GO:0003730; GO:0005694; GO:0005730; GO:0030686; GO:0032880; GO:0042981; GO:0048027; GO:2000772"	"mRNA"
"756"	"pgp"	26.3779639276474	-0.641085805099922	0.160348669756522	-3.98950655771608	6.62108888521049e-05	0.00188180345655973	"XM_060036065.1"	"Q8CHP8"	1.09e-118	"Glycerol-3-phosphate phosphatase (G3PP) (EC 3.1.3.21) (Aspartate-based ubiquitous Mg(2+)-dependent phosphatase) (AUM) (EC 3.1.3.48) (Phosphoglycolate phosphatase) (PGP)"	"Mus musculus (Mouse)"	"glycerol biosynthetic process [GO:0006114]; glycerophospholipid metabolic process [GO:0006650]; negative regulation of gluconeogenesis [GO:0045721]"	"GO:0000121; GO:0000287; GO:0004725; GO:0005737; GO:0006114; GO:0006650; GO:0008967; GO:0016791; GO:0043136; GO:0043262; GO:0045721"	"mRNA"
"757"	"pms2"	12.9832814604133	-1.02844046674155	0.200366914440343	-5.10513927437753	3.30550971387622e-07	2.93228761709129e-05	"XM_060036989.1"	"F1NQJ3"	0	"Mismatch repair endonuclease PMS2 (EC 3.1.-.-) (DNA mismatch repair protein PMS2) (PMS1 protein homolog 2)"	"Gallus gallus (Chicken)"	"mismatch repair [GO:0006298]; mitotic G2 DNA damage checkpoint signaling [GO:0007095]; positive regulation of B cell proliferation [GO:0030890]; somatic hypermutation of immunoglobulin genes [GO:0016446]"	"GO:0003697; GO:0004519; GO:0005524; GO:0005654; GO:0005829; GO:0005886; GO:0006298; GO:0007095; GO:0016446; GO:0016887; GO:0030890; GO:0032138; GO:0032300; GO:0032389; GO:0032407; GO:0036464; GO:0140664"	"transcript variant X1, mRNA"
"758"	"ptges3l"	25.8902337387752	0.635815441092353	0.205909595497408	3.10296155763707	0.00191594526082808	0.0220642728424394	"XM_060037662.1"	"G1TGF1"	4.16e-26	"Prostaglandin E synthase 3 (EC 5.3.99.3) (Cytosolic prostaglandin E2 synthase) (cPGES)"	"Oryctolagus cuniculus (Rabbit)"	"positive regulation of telomerase activity [GO:0051973]; prostaglandin biosynthetic process [GO:0001516]; telomerase holoenzyme complex assembly [GO:1905323]; telomere maintenance via telomerase [GO:0007004]"	"GO:0001516; GO:0005737; GO:0007004; GO:0050220; GO:0051879; GO:0051973; GO:0070182; GO:1905323"	"mRNA"
"759"	"mki67"	157.371896178157	-0.76126804185959	0.17458984339075	-4.36022506593463	1.29928736890081e-05	0.0005593432123118	"XM_060036175.1"	"P46013"	6.7e-31	"Proliferation marker protein Ki-67 (Antigen identified by monoclonal antibody Ki-67) (Antigen KI-67) (Antigen Ki67)"	"Homo sapiens (Human)"	"cell cycle [GO:0007049]; cell population proliferation [GO:0008283]; regulation of chromatin organization [GO:1902275]; regulation of chromosome segregation [GO:0051983]; regulation of mitotic nuclear division [GO:0007088]"	"GO:0003677; GO:0003723; GO:0005524; GO:0005634; GO:0005654; GO:0005694; GO:0005730; GO:0007049; GO:0007088; GO:0008022; GO:0008283; GO:0016020; GO:0016604; GO:0051983; GO:1902275"	"transcript variant X1, mRNA"
"760"	"LOC132446079"	14.0535438961856	-0.913689285254526	0.19407683648219	-4.68513619752632	2.79773827977944e-06	0.000172008156765132	NA	NA	NA	NA	NA	NA	NA	NA
"761"	"lrrc59"	36.5425029951707	-0.759881387372908	0.182071515550337	-4.16739859702113	3.08095492709942e-05	0.00107116240541459	"XM_060036293.1"	"Q6NWG1"	4.99e-72	"Leucine-rich repeat-containing protein 59"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"positive regulation of Ras protein signal transduction [GO:0046579]; signal transduction [GO:0007165]"	"GO:0005635; GO:0005789; GO:0007165; GO:0046579"	"mRNA"
"762"	"nfe2l1b"	74.9717817132948	0.58914829814895	0.144854345520796	4.06445415877974	4.81449997816335e-05	0.00148241834804554	"XM_060036114.1"	"Q5ZL67"	0	"Endoplasmic reticulum membrane sensor NFE2L1 (Nuclear factor erythroid 2-related factor 1) (NF-E2-related factor 1) (NFE2-related factor 1) (Nuclear factor, erythroid derived 2, like 1) [Cleaved into: Transcription factor NRF1]"	"Gallus gallus (Chicken)"	"cell redox homeostasis [GO:0045454]; cellular response to cholesterol [GO:0071397]; cellular response to oxidative stress [GO:0034599]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; lipid homeostasis [GO:0055088]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription from RNA polymerase II promoter in response to stress [GO:0097201]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of odontoblast differentiation [GO:1901329]; regulation of transcription by RNA polymerase II [GO:0006357]"	"GO:0000122; GO:0000978; GO:0000981; GO:0001227; GO:0001228; GO:0005634; GO:0005789; GO:0006357; GO:0008203; GO:0008289; GO:0015485; GO:0034599; GO:0042632; GO:0045454; GO:0045944; GO:0055088; GO:0071397; GO:0097201; GO:1901329"	"transcript variant X1, mRNA"
"763"	"plekhs1.2"	465.117379557802	-0.69165109096295	0.220653720424986	-3.15423100737398	0.00160921650870181	0.0196443748547074	NA	NA	NA	NA	NA	NA	NA	NA
"764"	"LOC132446413"	23.1538646403508	0.607196324986805	0.194754149233151	3.10313391332015	0.00191482974569589	0.0220642728424394	"XM_060036691.1"	"P05106"	0	"Integrin beta-3 (Platelet membrane glycoprotein IIIa) (GPIIIa) (CD antigen CD61)"	"Homo sapiens (Human)"	"activation of protein kinase activity [GO:0032147]; angiogenesis involved in wound healing [GO:0060055]; apolipoprotein A-I-mediated signaling pathway [GO:0038027]; apoptotic cell clearance [GO:0043277]; blood coagulation [GO:0007596]; cell adhesion [GO:0007155]; cell adhesion mediated by integrin [GO:0033627]; cell migration [GO:0016477]; cell-matrix adhesion [GO:0007160]; cell-substrate adhesion [GO:0031589]; cell-substrate junction assembly [GO:0007044]; cellular response to insulin-like growth factor stimulus [GO:1990314]; cellular response to mechanical stimulus [GO:0071260]; cellular response to platelet-derived growth factor stimulus [GO:0036120]; cellular response to xenobiotic stimulus [GO:0071466]; embryo implantation [GO:0007566]; heterotypic cell-cell adhesion [GO:0034113]; integrin-mediated signaling pathway [GO:0007229]; maintenance of postsynaptic specialization structure [GO:0098880]; mesodermal cell differentiation [GO:0048333]; negative chemotaxis [GO:0050919]; negative regulation of cell death [GO:0060548]; negative regulation of lipid storage [GO:0010888]; negative regulation of lipid transport [GO:0032369]; negative regulation of lipoprotein metabolic process [GO:0050748]; negative regulation of low-density lipoprotein receptor activity [GO:1905598]; negative regulation of macrophage derived foam cell differentiation [GO:0010745]; platelet activation [GO:0030168]; platelet aggregation [GO:0070527]; platelet-derived growth factor receptor signaling pathway [GO:0048008]; positive regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway [GO:1900731]; positive regulation of angiogenesis [GO:0045766]; positive regulation of bone resorption [GO:0045780]; positive regulation of cell adhesion mediated by integrin [GO:0033630]; positive regulation of cell-matrix adhesion [GO:0001954]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of fibroblast migration [GO:0010763]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of gene expression [GO:0010628]; positive regulation of glomerular mesangial cell proliferation [GO:0072126]; positive regulation of osteoblast proliferation [GO:0033690]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of smooth muscle cell migration [GO:0014911]; positive regulation of smooth muscle cell proliferation [GO:0048661]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; positive regulation of T cell migration [GO:2000406]; positive regulation of vascular endothelial growth factor receptor signaling pathway [GO:0030949]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of bone resorption [GO:0045124]; regulation of extracellular matrix organization [GO:1903053]; regulation of postsynaptic neurotransmitter receptor diffusion trapping [GO:0150054]; regulation of postsynaptic neurotransmitter receptor internalization [GO:0099149]; regulation of protein localization [GO:0032880]; regulation of protein tyrosine kinase activity [GO:0061097]; regulation of release of sequestered calcium ion into cytosol [GO:0051279]; regulation of serotonin uptake [GO:0051611]; regulation of trophoblast cell migration [GO:1901163]; response to activity [GO:0014823]; response to radiation [GO:0009314]; smooth muscle cell migration [GO:0014909]; substrate adhesion-dependent cell spreading [GO:0034446]; tube development [GO:0035295]; viral entry into host cell [GO:0046718]; wound healing [GO:0042060]"	"GO:0001618; GO:0001934; GO:0001938; GO:0001954; GO:0001968; GO:0002020; GO:0003756; GO:0005080; GO:0005161; GO:0005178; GO:0005634; GO:0005654; GO:0005886; GO:0005911; GO:0005925; GO:0007044; GO:0007155; GO:0007160; GO:0007229; GO:0007566; GO:0007596; GO:0008305; GO:0009314; GO:0009897; GO:0009986; GO:0010595; GO:0010628; GO:0010745; GO:0010763; GO:0010888; GO:0014823; GO:0014909; GO:0014911; GO:0015026; GO:0016324; GO:0016477; GO:0019899; GO:0030168; GO:0030949; GO:0031092; GO:0031258; GO:0031527; GO:0031528; GO:0031589; GO:0032147; GO:0032369; GO:0032587; GO:0032880; GO:0032956; GO:0032991; GO:0033627; GO:0033630; GO:0033690; GO:0034113; GO:0034446; GO:0034683; GO:0035295; GO:0035866; GO:0035867; GO:0035868; GO:0036120; GO:0038027; GO:0042060; GO:0042470; GO:0042802; GO:0043184; GO:0043235; GO:0043277; GO:0045124; GO:0045202; GO:0045211; GO:0045766; GO:0045780; GO:0046718; GO:0048008; GO:0048146; GO:0048333; GO:0048661; GO:0050731; GO:0050748; GO:0050839; GO:0050840; GO:0050919; GO:0051279; GO:0051611; GO:0060055; GO:0060548; GO:0061097; GO:0070051; GO:0070062; GO:0070374; GO:0070527; GO:0071062; GO:0071133; GO:0071260; GO:0071466; GO:0072126; GO:0098690; GO:0098880; GO:0098978; GO:0099149; GO:0150054; GO:1900026; GO:1900731; GO:1901163; GO:1903053; GO:1905598; GO:1990314; GO:2000406"	"mRNA"
"765"	"LOC132447852"	8.68675407269944	0.627649580998656	0.220396030993998	2.93843209983392	0.00329876907619932	0.0326464387885933	NA	NA	NA	NA	NA	NA	NA	NA
"766"	"LOC132447843"	149.24863125615	0.82789412471839	0.183837867618711	4.50964733604366	6.49354831487293e-06	0.000324695462163135	"XM_060038835.1"	"P54756"	0	"Ephrin type-A receptor 5 (EC 2.7.10.1) (Brain-specific kinase) (EPH homology kinase 1) (EHK-1) (EPH-like kinase 7) (EK7) (hEK7)"	"Homo sapiens (Human)"	"axon guidance [GO:0007411]; cAMP-mediated signaling [GO:0019933]; ephrin receptor signaling pathway [GO:0048013]; hippocampus development [GO:0021766]; neuron development [GO:0048666]; positive regulation of CREB transcription factor activity [GO:0032793]; positive regulation of kinase activity [GO:0033674]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of GTPase activity [GO:0043087]; regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0061178]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]"	"GO:0004714; GO:0005003; GO:0005004; GO:0005005; GO:0005524; GO:0005791; GO:0005886; GO:0007169; GO:0007411; GO:0009897; GO:0019933; GO:0021766; GO:0030424; GO:0030425; GO:0032793; GO:0032956; GO:0033674; GO:0043005; GO:0043025; GO:0043087; GO:0043235; GO:0048013; GO:0048471; GO:0048666; GO:0061178"	"mRNA"
"767"	"LOC132447600"	18.3640137437746	0.580808901866868	0.205238954958718	2.97238555367776	0.00295495352874022	0.0299112412172687	NA	NA	NA	NA	NA	NA	NA	NA
"768"	"LOC132447268"	28.457282959074	0.703808250578744	0.188305340588187	3.74644867890488	0.000179355676184227	0.00403194573629167	NA	NA	NA	NA	NA	NA	NA	NA
"769"	"phyhd1"	1312.35377031133	-0.671559011991661	0.151324760076228	-4.43744554896826	9.10327397861693e-06	0.000420330035410145	"XM_060038694.1"	"Q5U3U0"	4.18e-165	"Phytanoyl-CoA dioxygenase domain-containing protein 1 (Protein PHYHD1) (EC 1.14.11.-)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	""	"GO:0046872; GO:0051213"	"mRNA"
"770"	"st6galnac6"	26.4054560019734	0.649961418422513	0.1948178399283	3.33639441226409	0.000848726613685061	0.0127519827519872	"XM_060038282.1"	"Q969X2"	6.27e-119	"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 (EC 2.4.99.-) (GalNAc alpha-2,6-sialyltransferase VI) (ST6GalNAc VI) (ST6GalNAcVI) (hST6GalNAc VI) (Sialyltransferase 7F) (SIAT7-F)"	"Homo sapiens (Human)"	"cell-cell recognition [GO:0009988]; ganglioside biosynthetic process [GO:0001574]; glycoprotein metabolic process [GO:0009100]; glycosphingolipid metabolic process [GO:0006687]; glycosylceramide metabolic process [GO:0006677]; oligosaccharide biosynthetic process [GO:0009312]; oligosaccharide metabolic process [GO:0009311]; protein glycosylation [GO:0006486]"	"GO:0000139; GO:0001574; GO:0001665; GO:0005737; GO:0005886; GO:0006486; GO:0006677; GO:0006687; GO:0008373; GO:0009100; GO:0009311; GO:0009312; GO:0009988; GO:0016020"	"transcript variant X1, mRNA"
"771"	"LOC132447999"	25.4888694563528	0.718286546432155	0.213284020117012	3.37468521499089	0.000739001685435583	0.0115563757155135	NA	NA	NA	NA	NA	NA	NA	NA
"772"	"LOC132447944"	29.0164514964261	0.635154619250056	0.20390470032962	3.12236605367174	0.00179403721399599	0.0210074581610075	NA	NA	NA	NA	NA	NA	NA	NA
"773"	"LOC132447893"	417.901065427275	-0.590890973724937	0.124939371720955	-4.72919258874886	2.25414482347305e-06	0.000145475162217066	"XM_060038905.1"	"Q9Z2F7"	1.57e-54	"BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like (NIP3-like protein X) (NIP3L)"	"Mus musculus (Mouse)"	"cellular response to hypoxia [GO:0071456]; defense response to virus [GO:0051607]; mitochondrial outer membrane permeabilization [GO:0097345]; mitochondrial protein catabolic process [GO:0035694]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell death [GO:0060548]; negative regulation of mitochondrial membrane potential [GO:0010917]; positive regulation of apoptotic process [GO:0043065]; positive regulation of macroautophagy [GO:0016239]; positive regulation of mitochondrial membrane permeability [GO:0035794]; regulation of autophagy of mitochondrion [GO:1903146]; regulation of programmed cell death [GO:0043067]; regulation of protein targeting to mitochondrion [GO:1903214]"	"GO:0005521; GO:0005634; GO:0005635; GO:0005739; GO:0005741; GO:0005783; GO:0005829; GO:0010917; GO:0016239; GO:0016607; GO:0035694; GO:0035794; GO:0042802; GO:0042803; GO:0043065; GO:0043066; GO:0043067; GO:0051607; GO:0060548; GO:0071456; GO:0097345; GO:1903146; GO:1903214"	"mRNA"
"774"	"stom"	1487.7408692892	0.908594141676233	0.130989737442402	6.93739282544271	3.99402109141588e-12	2.65729485068428e-09	"XM_060038917.1"	"P54116"	7.37e-142	"Stomatin (Erythrocyte band 7 integral membrane protein) (Erythrocyte membrane protein band 7.2) (Protein 7.2b)"	"Mus musculus (Mouse)"	"positive regulation by host of viral genome replication [GO:0044829]; positive regulation of protein targeting to membrane [GO:0090314]; positive regulation of viral process [GO:0048524]; regulation of acid-sensing ion channel activity [GO:1901585]; regulation of ion transmembrane transport [GO:0034765]"	"GO:0005737; GO:0005739; GO:0005783; GO:0005856; GO:0005886; GO:0034765; GO:0042470; GO:0042802; GO:0042803; GO:0044829; GO:0045121; GO:0048471; GO:0048524; GO:0070063; GO:0090314; GO:1901585"	"mRNA"
"775"	"LOC132447428"	37.7974553718461	0.805894931400375	0.204315339470508	3.95641627922259	7.60825351497701e-05	0.00210912891474846	"XM_060038206.1"	"Q9BYV1"	0	"Alanine--glyoxylate aminotransferase 2, mitochondrial (AGT 2) (EC 2.6.1.44) ((R)-3-amino-2-methylpropionate--pyruvate transaminase) (EC 2.6.1.40) (Beta-ALAAT II) (Beta-alanine-pyruvate aminotransferase) (D-AIBAT)"	"Homo sapiens (Human)"	"glycine biosynthetic process, by transamination of glyoxylate [GO:0019265]; glyoxylate catabolic process [GO:0009436]; L-alanine catabolic process, by transamination [GO:0019481]; positive regulation of nitric oxide biosynthetic process [GO:0045429]"	"GO:0005739; GO:0005759; GO:0008453; GO:0009436; GO:0019265; GO:0019481; GO:0030170; GO:0045429; GO:0047305"	"mRNA"
"776"	"smad7"	81.2474271722041	0.747817563568156	0.20135836810678	3.72614910926644	0.000194427415208282	0.00426661780570259	"XM_060039078.1"	"O15105"	4.52e-102	"Mothers against decapentaplegic homolog 7 (MAD homolog 7) (Mothers against DPP homolog 7) (Mothers against decapentaplegic homolog 8) (MAD homolog 8) (Mothers against DPP homolog 8) (SMAD family member 7) (SMAD 7) (Smad7) (hSMAD7)"	"Homo sapiens (Human)"	"adherens junction assembly [GO:0034333]; anatomical structure morphogenesis [GO:0009653]; artery morphogenesis [GO:0048844]; cell differentiation [GO:0030154]; cellular response to leukemia inhibitory factor [GO:1990830]; cellular response to transforming growth factor beta stimulus [GO:0071560]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of cell migration [GO:0030336]; negative regulation of chondrocyte proliferation [GO:1902731]; negative regulation of DNA-binding transcription factor activity [GO:0043433]; negative regulation of epithelial to mesenchymal transition [GO:0010719]; negative regulation of ossification [GO:0030279]; negative regulation of pathway-restricted SMAD protein phosphorylation [GO:0060394]; negative regulation of peptidyl-serine phosphorylation [GO:0033137]; negative regulation of peptidyl-threonine phosphorylation [GO:0010801]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of T cell cytokine production [GO:0002725]; negative regulation of T-helper 17 cell differentiation [GO:2000320]; negative regulation of T-helper 17 type immune response [GO:2000317]; negative regulation of transcription by competitive promoter binding [GO:0010944]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; negative regulation of ubiquitin-protein transferase activity [GO:0051444]; pathway-restricted SMAD protein phosphorylation [GO:0060389]; positive regulation of cell-cell adhesion [GO:0022409]; positive regulation of chondrocyte hypertrophy [GO:1903043]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein ubiquitination [GO:0031398]; protein stabilization [GO:0050821]; protein-containing complex localization [GO:0031503]; regulation of activin receptor signaling pathway [GO:0032925]; regulation of cardiac muscle contraction [GO:0055117]; regulation of epithelial to mesenchymal transition [GO:0010717]; regulation of transforming growth factor beta receptor signaling pathway [GO:0017015]; regulation of ventricular cardiac muscle cell membrane depolarization [GO:0060373]; response to laminar fluid shear stress [GO:0034616]; SMAD protein signal transduction [GO:0060395]; transforming growth factor beta receptor signaling pathway [GO:0007179]; ureteric bud development [GO:0001657]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; ventricular septum morphogenesis [GO:0060412]"	"GO:0000122; GO:0000785; GO:0001650; GO:0001657; GO:0002725; GO:0005518; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0005829; GO:0005886; GO:0007179; GO:0008013; GO:0009653; GO:0010717; GO:0010719; GO:0010801; GO:0010944; GO:0017015; GO:0022409; GO:0030154; GO:0030279; GO:0030336; GO:0030512; GO:0030514; GO:0031397; GO:0031398; GO:0031503; GO:0031625; GO:0032436; GO:0032925; GO:0032991; GO:0033137; GO:0034333; GO:0034616; GO:0034713; GO:0043433; GO:0046872; GO:0048185; GO:0048844; GO:0050821; GO:0051444; GO:0055010; GO:0055117; GO:0060373; GO:0060389; GO:0060394; GO:0060395; GO:0060412; GO:0070411; GO:0071144; GO:0071560; GO:0140416; GO:1902731; GO:1903043; GO:1990830; GO:2000317; GO:2000320"	"mRNA"
