""	"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"V1"	"V3"	"V13"	"Protein.names"	"Organism"	"Gene.Ontology..biological.process."	"Gene.Ontology.IDs"	"transcript_type"
"2127"	"LOC132473997"	24.9396309270077	-1.28553539116697	0.220577342268743	-5.81762198269078	5.96907005645695e-09	2.17010852729234e-07	"XM_060074399.1"	"Q17QU7"	1.99e-99	"Dehydrogenase/reductase SDR family member 13 (EC 1.1.-.-) (Short chain dehydrogenase/reductase family 7C member 5) (Protein SDR7C5)"	"Bos taurus (Bovine)"	"retinal metabolic process [GO:0042574]"	"GO:0005576; GO:0005743; GO:0042574; GO:0052650"	"mRNA"
"2128"	"fat3a"	101.410659489003	0.61243413654343	0.191219258654899	3.20225921049699	0.00136354241617827	0.00642327121374019	"XM_060076339.1"	"Q8R508"	0	"Protocadherin Fat 3 (FAT tumor suppressor homolog 3)"	"Rattus norvegicus (Rat)"	"cell morphogenesis involved in differentiation [GO:0000904]; cell-cell adhesion [GO:0098609]; dendrite development [GO:0016358]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; interneuron migration [GO:1904936]; negative regulation of dendrite development [GO:2000171]; neuron migration [GO:0001764]; retina layer formation [GO:0010842]"	"GO:0000904; GO:0001764; GO:0005509; GO:0005886; GO:0007156; GO:0010842; GO:0016358; GO:0030425; GO:0098609; GO:1904936; GO:2000171"	"transcript variant X1, mRNA"
"2129"	"efhd1"	137.181396262607	-0.583977284332673	0.170308150262756	-3.42936556482484	0.000604994061082209	0.00334690154792776	"XM_060076302.1"	"Q17QM6"	4.57e-61	"EF-hand domain-containing protein D1 (EF-hand domain-containing protein 1) (Swiprosin-2)"	"Bos taurus (Bovine)"	"regulation of cellular hyperosmotic salinity response [GO:1900069]"	"GO:0005509; GO:0005743; GO:0061891; GO:1900069"	"mRNA"
"2130"	"LOC132473887"	1130.31593663429	0.771500006775577	0.164936011858524	4.67745258078817	2.90460713593603e-06	4.17998324542541e-05	"XM_060074172.1"	"Q6DG32"	0	"Solute carrier family 25 member 36-A"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"mitochondrial genome maintenance [GO:0000002]; pyrimidine nucleotide import into mitochondrion [GO:1990519]"	"GO:0000002; GO:0005739; GO:0005743; GO:0015218; GO:1990519"	"mRNA"
"2131"	"LOC132474256"	15.1685088957204	-0.773714990306639	0.266598782210678	-2.90677830120668	0.00365171904762992	0.0140471589777034	"XM_060074837.1"	"Q8R5B6"	4.35e-142	"SPRY domain-containing SOCS box protein 4 (SSB-4)"	"Mus musculus (Mouse)"	"intracellular signal transduction [GO:0035556]; positive regulation of protein polyubiquitination [GO:1902916]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination [GO:0016567]; regulation of circadian rhythm [GO:0042752]; rhythmic process [GO:0048511]; ubiquitin-dependent protein catabolic process [GO:0006511]"	"GO:0005829; GO:0006511; GO:0016567; GO:0019005; GO:0035556; GO:0042752; GO:0043161; GO:0048511; GO:1902916; GO:1990756"	"transcript variant X1, mRNA"
"2132"	"LOC132474576"	36.5000874396739	-0.590288594079973	0.200948751789472	-2.94001780456148	0.00328193387509015	0.0128892307844664	"XM_060075354.1"	"Q8BMC0"	2.67e-35	"Lysophosphatidic acid receptor 6 (LPA receptor 6) (LPA-6) (Oleoyl-L-alpha-lysophosphatidic acid receptor) (P2Y purinoceptor 5) (P2Y5) (Purinergic receptor 5)"	"Mus musculus (Mouse)"	"blastocyst hatching [GO:0001835]; positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway [GO:0051482]; positive regulation of Rho protein signal transduction [GO:0035025]"	"GO:0001835; GO:0004930; GO:0005886; GO:0035025; GO:0051482; GO:0070915"	"mRNA"
"2133"	"LOC132475027"	85.1262800441738	-0.867560516464134	0.210648335242591	-4.1197403980665	3.79299505456346e-05	0.000353152671768277	"XM_060075991.1"	"Q5NVC3"	7.49e-95	"Integral membrane protein 2C [Cleaved into: CT-BRI3]"	"Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)"	"negative regulation of neuron projection development [GO:0010977]; neuron differentiation [GO:0030182]"	"GO:0001540; GO:0005764; GO:0005765; GO:0005794; GO:0005886; GO:0010977; GO:0030182; GO:0048471"	"mRNA"
"2134"	"LOC132474701"	1316.66093986216	-0.65353900905317	0.15052073469131	-4.34193687427825	1.41232115575672e-05	0.000154970731357088	"XM_060075533.1"	"Q6P823"	1.83e-90	"Histone H3.3"	"Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)"	""	"GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982"	"transcript variant X1, mRNA"
"2135"	"sars2"	17.1258802151165	0.62275071192964	0.192855451100563	3.22243349834658	0.00127106667794393	0.0060611746319049	"XM_060075296.1"	"Q9N0F3"	0	"Serine--tRNA ligase, mitochondrial (EC 6.1.1.11) (SerRSmt) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)"	"Bos taurus (Bovine)"	"mitochondrial seryl-tRNA aminoacylation [GO:0070158]; selenocysteinyl-tRNA(Sec) biosynthetic process [GO:0097056]; seryl-tRNA aminoacylation [GO:0006434]"	"GO:0000049; GO:0004828; GO:0005524; GO:0005739; GO:0005759; GO:0006434; GO:0070158; GO:0097056"	"mRNA"
"2136"	"si:dkey-260j18.2"	11.8533722552364	-0.653318159534258	0.260974184100989	-2.50833206116205	0.0121302614004766	0.0363932930455665	"XM_060075580.1"	"Q8K430"	1.92e-39	"Kelch-like protein 17 (Actinfilin)"	"Rattus norvegicus (Rat)"	"actin cytoskeleton organization [GO:0030036]; brain development [GO:0007420]; protein ubiquitination [GO:0016567]; regulation protein catabolic process at postsynapse [GO:0140252]"	"GO:0007420; GO:0014069; GO:0015629; GO:0016567; GO:0030036; GO:0031208; GO:0032839; GO:0043025; GO:0051015; GO:0060090; GO:0098794; GO:0098978; GO:0140252"	"mRNA"
"2137"	"numbl"	16.6243282011652	-0.585420002658202	0.210659434741983	-2.77544865415811	0.00551256030429266	0.0195204127419889	"XM_060075588.1"	"Q9QZS3"	2.54e-60	"Protein numb homolog (m-Nb) (m-Numb)"	"Mus musculus (Mouse)"	"adherens junction organization [GO:0034332]; axonogenesis [GO:0007409]; forebrain development [GO:0030900]; lateral ventricle development [GO:0021670]; negative regulation of protein localization to plasma membrane [GO:1903077]; nervous system development [GO:0007399]; neuroblast division in subventricular zone [GO:0021849]; neuroblast proliferation [GO:0007405]; positive regulation of cell migration [GO:0030335]; positive regulation of dendrite morphogenesis [GO:0050775]; positive regulation of neurogenesis [GO:0050769]; regulation of neuron differentiation [GO:0045664]; regulation of postsynapse assembly [GO:0150052]; regulation of postsynaptic neurotransmitter receptor internalization [GO:0099149]"	"GO:0005737; GO:0005769; GO:0005886; GO:0005905; GO:0007399; GO:0007405; GO:0007409; GO:0008013; GO:0010008; GO:0014069; GO:0016323; GO:0021670; GO:0021849; GO:0030136; GO:0030335; GO:0030900; GO:0031410; GO:0034332; GO:0043197; GO:0045177; GO:0045294; GO:0045296; GO:0045664; GO:0050769; GO:0050775; GO:0098978; GO:0099149; GO:0150052; GO:1903077"	"mRNA"
"2138"	"si:ch1073-280e3.1"	206.068828287052	-0.680161911056366	0.235052152759133	-2.89374844105693	0.00380673006621179	0.0145452327518883	"XM_060075465.1"	"Q864W1"	1.02e-145	"Complement factor B (EC 3.4.21.47) (C3/C5 convertase) [Cleaved into: Complement factor B Ba fragment; Complement factor B Bb fragment]"	"Pongo pygmaeus (Bornean orangutan)"	"complement activation, alternative pathway [GO:0006957]; proteolysis [GO:0006508]"	"GO:0004252; GO:0005576; GO:0006508; GO:0006957"	"mRNA"
"2139"	"tagln"	116.834140449629	-1.01287406661062	0.204449412978372	-4.95244721633715	7.32859388847543e-07	1.34738381427408e-05	"XM_060074120.1"	"P19966"	3.12e-92	"Transgelin (Smooth muscle protein 22-alpha) (SM22-alpha)"	"Gallus gallus (Chicken)"	""	"GO:0005737; GO:0005856"	"mRNA"
"2140"	"LOC132474393"	234.284947241095	0.77456968890678	0.151891384582113	5.09844743581392	3.42450595877353e-07	7.0064715709406e-06	"XM_060075051.1"	"P56819"	9.24e-66	"Beta-secretase 1 (EC 3.4.23.46) (Aspartyl protease 2) (ASP2) (Asp 2) (Beta-site amyloid precursor protein cleaving enzyme 1) (Beta-site APP cleaving enzyme 1) (Memapsin-2) (Membrane-associated aspartic protease 2)"	"Rattus norvegicus (Rat)"	"amyloid precursor protein catabolic process [GO:0042987]; amyloid-beta formation [GO:0034205]; amyloid-beta metabolic process [GO:0050435]; cellular response to amyloid-beta [GO:1904646]; cellular response to copper ion [GO:0071280]; cellular response to manganese ion [GO:0071287]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; membrane protein ectodomain proteolysis [GO:0006509]; modulation of chemical synaptic transmission [GO:0050804]; positive regulation of neuron apoptotic process [GO:0043525]; prepulse inhibition [GO:0060134]; presynaptic modulation of chemical synaptic transmission [GO:0099171]; protein processing [GO:0016485]; proteolysis [GO:0006508]; regulation of synaptic vesicle exocytosis [GO:2000300]; response to lead ion [GO:0010288]; response to radiation [GO:0009314]; signaling receptor ligand precursor processing [GO:0140448]"	"GO:0001540; GO:0004175; GO:0004190; GO:0005764; GO:0005768; GO:0005769; GO:0005770; GO:0005771; GO:0005783; GO:0005794; GO:0005802; GO:0005886; GO:0006508; GO:0006509; GO:0008021; GO:0008233; GO:0009314; GO:0009986; GO:0010288; GO:0016020; GO:0016485; GO:0019899; GO:0030424; GO:0030425; GO:0030659; GO:0031410; GO:0034205; GO:0042987; GO:0043025; GO:0043525; GO:0045121; GO:0050435; GO:0050804; GO:0050966; GO:0055037; GO:0060134; GO:0071280; GO:0071287; GO:0098686; GO:0098793; GO:0099171; GO:0140448; GO:1904646; GO:2000300"	"mRNA"
"2141"	"sik3"	1639.13952491191	-0.824997087147346	0.270237170962657	-3.0581218261568	0.00222729007642613	0.00949708108425557	"XM_060075969.1"	"Q6NSM8"	0	"Serine/threonine-protein kinase SIK3 homolog (EC 2.7.11.1) (Serine/threonine-protein kinase QSK homolog)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"intracellular signal transduction [GO:0035556]; microtubule cytoskeleton organization [GO:0000226]; protein phosphorylation [GO:0006468]"	"GO:0000226; GO:0000287; GO:0004674; GO:0005524; GO:0005737; GO:0006468; GO:0035556; GO:0050321; GO:0106310"	"transcript variant X1, mRNA"
"2142"	"snrpd2"	282.646408594397	-1.30263047982938	0.26253822743755	-4.97661449900294	6.47060073867232e-07	1.21583593672514e-05	"XM_060075307.1"	"P62317"	4.07e-57	"Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2)"	"Mus musculus (Mouse)"	"mRNA splicing, via spliceosome [GO:0000398]; spliceosomal snRNP assembly [GO:0000387]"	"GO:0000387; GO:0000398; GO:0005634; GO:0005681; GO:0005682; GO:0005685; GO:0005686; GO:0005687; GO:0005689; GO:0005829; GO:0034709; GO:0034715; GO:0034719; GO:0046540; GO:0071005; GO:0071007; GO:0071011; GO:0071013; GO:1990446"	"mRNA"
"2143"	"LOC132473976"	148.623021685661	0.657904552879724	0.140728465254548	4.67407838998255	2.9527654213905e-06	4.22831344547784e-05	"XM_060074373.1"	"Q8IVU3"	0	"Probable E3 ubiquitin-protein ligase HERC6 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 6) (HECT-type E3 ubiquitin transferase HERC6)"	"Homo sapiens (Human)"	"hematopoietic progenitor cell differentiation [GO:0002244]; protein ubiquitination [GO:0016567]; response to bacterium [GO:0009617]; ubiquitin-dependent protein catabolic process [GO:0006511]"	"GO:0002244; GO:0005654; GO:0005737; GO:0005829; GO:0006511; GO:0009617; GO:0016567; GO:0061630"	"mRNA"
"2144"	"rflnb"	176.328697393244	-0.845246770462831	0.200809157373837	-4.21023161788426	2.55109014012144e-05	0.00025311979187826	"XM_060076314.1"	"Q5SVD0"	3.56e-35	"Refilin-B (Regulator of filamin protein B) (RefilinB)"	"Mus musculus (Mouse)"	"actin cytoskeleton organization [GO:0030036]; actin filament bundle organization [GO:0061572]; epithelial to mesenchymal transition [GO:0001837]; negative regulation of bone mineralization involved in bone maturation [GO:1900158]; negative regulation of chondrocyte development [GO:0061182]; skeletal system morphogenesis [GO:0048705]"	"GO:0001837; GO:0005737; GO:0015629; GO:0030036; GO:0031005; GO:0032432; GO:0048705; GO:0061182; GO:0061572; GO:1900158"	"transcript variant X1, mRNA"
"2145"	"prss16"	565.800353875514	-1.11231618392766	0.227561141992591	-4.89037053377345	1.00646338557101e-06	1.75689023719531e-05	"XM_060075553.1"	"P34528"	2.92e-88	"Putative serine protease K12H4.7 (EC 3.4.-.-)"	"Caenorhabditis elegans"	"innate immune response [GO:0045087]; proteolysis [GO:0006508]"	"GO:0006508; GO:0008236; GO:0008239; GO:0045087"	"mRNA"
"2146"	"LOC132474712"	10.8423992484395	0.770121774651539	0.213362984792545	3.5949194267919	0.000324491986931387	0.00201674411415026	NA	NA	NA	NA	NA	NA	NA	NA
"2147"	"zgc:153039"	31.4404459004703	-1.05634038333331	0.207460922328146	-5.08908539261178	3.59794580241971e-07	7.3406191012518e-06	"XM_060074515.1"	"Q0VGW6"	0	"Solute carrier family 12 member 9 (Cation-chloride cotransporter-interacting protein 1)"	"Xenopus laevis (African clawed frog)"	""	"GO:0005886; GO:0015377"	"mRNA"
"2148"	"LOC132475056"	26.5810922401919	-0.841129969670458	0.242456931708688	-3.47235605726297	0.00051591159254259	0.0029267945097469	"XM_060076026.1"	"O57429"	0	"Ubiquitin carboxyl-terminal hydrolase 2 (EC 3.4.19.12) (41 kDa ubiquitin-specific protease) (Deubiquitinating enzyme 2) (Ubiquitin thioesterase 2) (Ubiquitin-specific-processing protease 2)"	"Gallus gallus (Chicken)"	"protein deubiquitination [GO:0016579]; rhythmic process [GO:0048511]; ubiquitin-dependent protein catabolic process [GO:0006511]"	"GO:0004843; GO:0005737; GO:0006511; GO:0016579; GO:0046872; GO:0048471; GO:0048511"	"transcript variant X1, mRNA"
"2149"	"LOC132473980"	28.1997991434112	-0.620341669879522	0.224006558329028	-2.77106515689442	0.00558732450865091	0.0197105372865978	"XM_060074379.1"	"Q5PQJ7"	5.5e-180	"Tubulin-specific chaperone cofactor E-like protein (Leucine-rich repeat-containing protein 35)"	"Rattus norvegicus (Rat)"	"microtubule cytoskeleton organization [GO:0000226]; post-chaperonin tubulin folding pathway [GO:0007023]; tubulin complex assembly [GO:0007021]"	"GO:0000226; GO:0005737; GO:0005856; GO:0007021; GO:0007023; GO:0043014"	"transcript variant X1, mRNA"
"2150"	"gemin4"	35.2911997240775	1.00645874992525	0.178334207540269	5.63234402948435	1.7777660072504e-08	5.65532318008208e-07	"XM_060074188.1"	"P57678"	6.11e-138	"Gem-associated protein 4 (Gemin-4) (Component of gems 4) (p97)"	"Homo sapiens (Human)"	"rRNA processing [GO:0006364]; spliceosomal snRNP assembly [GO:0000387]"	"GO:0000387; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006364; GO:0015030; GO:0016020; GO:0016604; GO:0030532; GO:0032797; GO:0034719; GO:0043021; GO:0070062; GO:0097504"	"transcript variant X1, mRNA"
"2151"	"LOC132473899"	170.872399725193	-0.682656463332072	0.208464578856897	-3.27560905003777	0.00105434400970432	0.00524316565127556	"XM_060074191.1"	"Q8TBR7"	7.41e-74	"TLC domain-containing protein 3A (Protein CT120) (Protein FAM57A)"	"Homo sapiens (Human)"	"lipid homeostasis [GO:0055088]"	"GO:0005783; GO:0005886; GO:0055088"	"mRNA"
"2152"	"LOC132474166"	17.480446994917	-0.940853104273242	0.254251145305885	-3.7093064917137	0.00020782772600404	0.00140025498997427	NA	NA	NA	NA	NA	NA	NA	NA
"2153"	"LOC132474137"	29.8117996744534	-0.98390111821292	0.186934354899919	-5.2587549993022	1.45033965877404e-07	3.42091497401238e-06	"XM_060074686.1"	"Q9PUK8"	0	"Frizzled-7-A (Fz-7-A) (Xfz7-A)"	"Xenopus laevis (African clawed frog)"	"canonical Wnt signaling pathway [GO:0060070]; convergent extension involved in gastrulation [GO:0060027]; dorsal/ventral axis specification [GO:0009950]; mesoderm formation [GO:0001707]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein localization [GO:0008104]; tissue morphogenesis [GO:0048729]; Wnt signaling pathway [GO:0016055]"	"GO:0001707; GO:0004930; GO:0005886; GO:0008104; GO:0009950; GO:0010008; GO:0016020; GO:0016055; GO:0017147; GO:0045545; GO:0045944; GO:0048729; GO:0060027; GO:0060070"	"mRNA"
"2154"	"LOC132474138"	9.34570252475687	0.741568751250838	0.253289560821458	2.91994458143238	0.00350093636725178	0.0135533981700972	NA	NA	NA	NA	NA	NA	NA	NA
"2155"	"LOC132475459"	9913.60843277945	0.865104531520165	0.116802236842464	7.40655513931054	1.2962236231301e-13	1.5800857039601e-11	"XM_060076611.1"	"Q6DEH3"	0	"Calcium/calmodulin-dependent protein kinase type II delta 1 chain (EC 2.7.11.17) (Calcium/calmodulin-dependent protein kinase type II delta-B chain) (CaM kinase II subunit delta-B) (CaM-kinase II delta-B chain) (CaMK-II subunit delta-B)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"protein phosphorylation [GO:0006468]"	"GO:0004683; GO:0005516; GO:0005524; GO:0005737; GO:0006468; GO:0043005; GO:0106310"	"transcript variant X1, mRNA"
"2156"	"si:dkey-6n21.12"	73.4910422039951	0.701862826128524	0.159984677893551	4.38392826169498	1.16558170542458e-05	0.000131784319710748	NA	NA	NA	NA	NA	NA	NA	NA
"2157"	"mtm1"	43.8893066426317	0.640765761186802	0.197372695847317	3.24238050274137	0.00118535646179336	0.00575345851530081	"XM_060076614.1"	"Q13496"	0	"Myotubularin (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)"	"Homo sapiens (Human)"	"autophagosome assembly [GO:0000045]; endosome to lysosome transport [GO:0008333]; intermediate filament organization [GO:0045109]; mitochondrion distribution [GO:0048311]; mitochondrion morphogenesis [GO:0070584]; muscle cell cellular homeostasis [GO:0046716]; negative regulation of autophagosome assembly [GO:1902902]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; negative regulation of protein kinase B signaling [GO:0051898]; negative regulation of TOR signaling [GO:0032007]; phosphatidylinositol biosynthetic process [GO:0006661]; phosphatidylinositol dephosphorylation [GO:0046856]; positive regulation of skeletal muscle tissue growth [GO:0048633]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein dephosphorylation [GO:0006470]; protein kinase B signaling [GO:0043491]; protein transport [GO:0015031]; regulation of vacuole organization [GO:0044088]; skeletal muscle tissue growth [GO:0048630]; TOR signaling [GO:0031929]"	"GO:0000045; GO:0001726; GO:0004438; GO:0004721; GO:0005737; GO:0005770; GO:0005829; GO:0005886; GO:0006470; GO:0006661; GO:0008333; GO:0015031; GO:0019215; GO:0030175; GO:0031674; GO:0031929; GO:0032007; GO:0032435; GO:0035091; GO:0043161; GO:0043491; GO:0044088; GO:0045109; GO:0046716; GO:0046856; GO:0048311; GO:0048630; GO:0048633; GO:0051898; GO:0052629; GO:0070584; GO:1902902"	"transcript variant X1, mRNA"
"2158"	"LOC132475456"	20.2115017797466	1.01598158189895	0.223377256663806	4.52893157413503	5.92826918118045e-06	7.51052163687368e-05	NA	NA	NA	NA	NA	NA	NA	NA
"2159"	"vgf"	11.5805828715173	-1.07168400056999	0.267174103795624	-4.00779382830995	6.12885868015445e-05	0.000522357367886724	NA	NA	NA	NA	NA	NA	NA	NA
"2160"	"serpine1"	22.0993141824163	-1.10375317345364	0.201050131847656	-5.47826442967446	4.29517924650684e-08	1.20281602605846e-06	"XM_060076509.1"	"P05121"	6.32e-100	"Plasminogen activator inhibitor 1 (PAI) (PAI-1) (Endothelial plasminogen activator inhibitor) (Serpin E1)"	"Homo sapiens (Human)"	"angiogenesis [GO:0001525]; cellular response to lipopolysaccharide [GO:0071222]; defense response to Gram-negative bacterium [GO:0050829]; dentinogenesis [GO:0097187]; fibrinolysis [GO:0042730]; negative regulation of blood coagulation [GO:0030195]; negative regulation of cell adhesion mediated by integrin [GO:0033629]; negative regulation of cell migration [GO:0030336]; negative regulation of endopeptidase activity [GO:0010951]; negative regulation of endothelial cell apoptotic process [GO:2000352]; negative regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902042]; negative regulation of fibrinolysis [GO:0051918]; negative regulation of plasminogen activation [GO:0010757]; negative regulation of smooth muscle cell migration [GO:0014912]; negative regulation of smooth muscle cell-matrix adhesion [GO:2000098]; negative regulation of vascular wound healing [GO:0061044]; negative regulation of wound healing [GO:0061045]; positive regulation of angiogenesis [GO:0045766]; positive regulation of blood coagulation [GO:0030194]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of leukotriene production involved in inflammatory response [GO:0035491]; positive regulation of monocyte chemotaxis [GO:0090026]; positive regulation of odontoblast differentiation [GO:1901331]; positive regulation of receptor-mediated endocytosis [GO:0048260]; regulation of signaling receptor activity [GO:0010469]; replicative senescence [GO:0090399]"	"GO:0001525; GO:0002020; GO:0004867; GO:0005102; GO:0005576; GO:0005615; GO:0005886; GO:0010469; GO:0010757; GO:0010951; GO:0014912; GO:0030194; GO:0030195; GO:0030336; GO:0031093; GO:0032757; GO:0033629; GO:0035491; GO:0042730; GO:0045766; GO:0048260; GO:0050729; GO:0050829; GO:0051918; GO:0061044; GO:0061045; GO:0062023; GO:0070062; GO:0071222; GO:0090026; GO:0090399; GO:0097180; GO:0097187; GO:1901331; GO:1902042; GO:1904090; GO:2000098; GO:2000352"	"transcript variant X1, mRNA"
"2161"	"si:ch211-212k18.13"	371.734502166848	-0.676041015370038	0.197378700245667	-3.42543964932196	0.000613805282636821	0.00338549788210256	"XM_060076895.1"	"O57429"	8.77e-29	"Ubiquitin carboxyl-terminal hydrolase 2 (EC 3.4.19.12) (41 kDa ubiquitin-specific protease) (Deubiquitinating enzyme 2) (Ubiquitin thioesterase 2) (Ubiquitin-specific-processing protease 2)"	"Gallus gallus (Chicken)"	"protein deubiquitination [GO:0016579]; rhythmic process [GO:0048511]; ubiquitin-dependent protein catabolic process [GO:0006511]"	"GO:0004843; GO:0005737; GO:0006511; GO:0016579; GO:0046872; GO:0048471; GO:0048511"	"transcript variant X1, mRNA"
"2162"	"oxa1l"	179.352097019165	0.600329292004747	0.169590586546752	3.53896493755638	0.000401699204048704	0.00239205609767262	"XM_060035569.1"	"Q8BGA9"	3.79e-144	"Mitochondrial inner membrane protein OXA1L (Oxidase assembly 1-like protein) (OXA1-like protein)"	"Mus musculus (Mouse)"	"aerobic respiration [GO:0009060]; mitochondrial proton-transporting ATP synthase complex assembly [GO:0033615]; mitochondrial respiratory chain complex I assembly [GO:0032981]; negative regulation of ATP-dependent activity [GO:0032780]; negative regulation of oxidoreductase activity [GO:0051354]; protein insertion into membrane [GO:0051205]; protein insertion into mitochondrial inner membrane from matrix [GO:0032979]; protein tetramerization [GO:0051262]"	"GO:0005739; GO:0005743; GO:0009060; GO:0031966; GO:0032780; GO:0032977; GO:0032979; GO:0032981; GO:0032991; GO:0033615; GO:0042803; GO:0051205; GO:0051262; GO:0051354; GO:0097177"	"transcript variant X1, mRNA"
"2163"	"ttc5"	25.4950016391365	0.602409544544405	0.208364092576121	2.88585264386038	0.00390354875593221	0.0148333889957474	"XM_060076689.1"	"Q8N0Z6"	1.69e-170	"Tetratricopeptide repeat protein 5 (TPR repeat protein 5) (Stress-responsive activator of p300) (Protein Strap)"	"Homo sapiens (Human)"	"cellular response to DNA damage stimulus [GO:0006974]; cellular response to starvation [GO:0009267]; DNA repair [GO:0006281]; positive regulation of mRNA catabolic process [GO:0061014]; positive regulation of transcription by RNA polymerase II [GO:0045944]"	"GO:0003677; GO:0003682; GO:0005654; GO:0005739; GO:0005759; GO:0005829; GO:0006281; GO:0006974; GO:0009267; GO:0031410; GO:0043022; GO:0045944; GO:0061014"	"mRNA"
"2164"	"zgc:103586"	500.271587749453	-1.44279575343	0.111967311581452	-12.8837648668054	5.55578299835506e-38	2.01480470435346e-34	"XM_060035618.1"	"P56389"	5.91e-48	"Cytidine deaminase (EC 3.5.4.5) (Cytidine aminohydrolase)"	"Mus musculus (Mouse)"	"cellular response to external biotic stimulus [GO:0071217]; CMP catabolic process [GO:0006248]; cytidine deamination [GO:0009972]; dCMP catabolic process [GO:0006249]; negative regulation of cell growth [GO:0030308]; negative regulation of nucleotide metabolic process [GO:0045980]; response to cycloheximide [GO:0046898]; UMP salvage [GO:0044206]"	"GO:0001882; GO:0004126; GO:0005829; GO:0006248; GO:0006249; GO:0008270; GO:0009972; GO:0019239; GO:0030308; GO:0042802; GO:0042803; GO:0044206; GO:0045980; GO:0046898; GO:0047844; GO:0071217"	"mRNA"
"2165"	"cldn15a"	336.539459432912	1.14631587219213	0.271062960513577	4.24293907465333	2.20611343299208e-05	0.000225683226085918	"XM_060035604.1"	"Q2KIY2"	2.51e-61	"Claudin-15"	"Bos taurus (Bovine)"	"ion transport [GO:0006811]"	"GO:0005198; GO:0005886; GO:0005923; GO:0006811"	"mRNA"
"2166"	"cdca9"	236.962108789816	-1.17458013779537	0.252061397074551	-4.66651268854541	3.06354735341291e-06	4.36112050133539e-05	"XM_060035596.1"	"P86347"	4.8e-45	"Borealin-2 (Cell division cycle-associated protein 8.2) (Cell division cycle-associated protein 9) (Dasra-A) (DrDasraA)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"cell division [GO:0051301]; mitotic sister chromatid segregation [GO:0000070]"	"GO:0000070; GO:0000775; GO:0005634; GO:0032133; GO:0051233; GO:0051301"	"transcript variant X1, mRNA"
"2167"	"haus6"	9.15464840390556	-0.631805949750086	0.224751417097563	-2.80442313959642	0.00504067041365323	0.0182162344345924	"XM_060035556.1"	"A0JMF7"	9.59e-99	"HAUS augmin-like complex subunit 6"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"cell division [GO:0051301]; centrosome cycle [GO:0007098]; microtubule cytoskeleton organization [GO:0000226]; spindle assembly [GO:0051225]"	"GO:0000226; GO:0005737; GO:0005815; GO:0007098; GO:0008017; GO:0051225; GO:0051301; GO:0070652; GO:1990498"	"transcript variant X1, mRNA"
"2168"	"zdhhc21"	79.0953287364995	-0.676084474783421	0.169231692577752	-3.99478643466669	6.47525948720892e-05	0.000546105314659609	"XM_060035595.1"	"B1H1H3"	4.01e-137	"Palmitoyltransferase ZDHHC21 (EC 2.3.1.225) (DHHC domain-containing cysteine-rich protein 21) (Zinc finger DHHC domain-containing protein 21)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"peptidyl-L-cysteine S-palmitoylation [GO:0018230]"	"GO:0000139; GO:0005886; GO:0018230; GO:0019706"	"mRNA"
"2169"	"LOC132445708"	310.170320904826	0.848208870660805	0.189449693906197	4.476759758668	7.57844465345428e-06	9.19940737598391e-05	"XM_060035823.1"	"Q8BLI0"	0	"ADAMTS-like protein 1 (ADAMTSL-1) (Punctin-1)"	"Mus musculus (Mouse)"	"extracellular matrix organization [GO:0030198]"	"GO:0005576; GO:0030198; GO:0031012; GO:0062023"	"mRNA"
