ID	Gene Name	Species	BBID	BIOCARTA	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DEVELOPMENTAL_STAGE	UP_KW_DISEASE	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
O14841	5-oxoprolinase, ATP-hydrolysing(OPLAH)	Homo sapiens			GO:0006749~glutathione metabolic process,	GO:0005829~cytosol,	GO:0005515~protein binding,GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0017168~5-oxoprolinase (ATP-hydrolyzing) activity,GO:0042802~identical protein binding,	IPR002821:Hydantoinase_A,IPR003692:Hydantoinase_B,IPR008040:Hydant_A_N,IPR029385:Speriolin_N,IPR045079:Oxoprolinase_fam,	hsa00480:Glutathione metabolism,hsa01100:Metabolic pathways,	260005~5-oxoprolinase deficiency,				KW-0963~Cytoplasm,			KW-0175~Coiled coil,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0378~Hydrolase,	KW-0597~Phosphoprotein,	COMPBIAS:Pro residues,DOMAIN:Hydantoinase A/oxoprolinase,DOMAIN:Hydantoinase B/oxoprolinase,DOMAIN:Hydantoinase/oxoprolinase N-terminal,DOMAIN:Speriolin N-terminal,REGION:Disordered,
P61928	60S ribosomal protein L37-like(LOC120097744)	Rattus norvegicus			GO:0006412~translation,GO:1901798~positive regulation of signal transduction by p53 class mediator,	GO:0016020~membrane,GO:0022625~cytosolic large ribosomal subunit,GO:0022626~cytosolic ribosome,GO:0045202~synapse,	GO:0003723~RNA binding,GO:0003735~structural constituent of ribosome,GO:0019838~growth factor binding,GO:0019843~rRNA binding,GO:0046872~metal ion binding,GO:0097371~MDM2/MDM4 family protein binding,GO:1990948~ubiquitin ligase inhibitor activity,	IPR001569:Ribosomal_eL37,IPR011331:Ribosomal_eL37/eL43,IPR011332:Ribosomal_zn-bd,IPR018267:Ribosomal_eL37_CS,						KW-0472~Membrane,KW-0963~Cytoplasm,			KW-0812~Transmembrane,KW-0863~Zinc-finger,KW-1133~Transmembrane helix,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0687~Ribonucleoprotein,KW-0689~Ribosomal protein,KW-0694~RNA-binding,KW-0699~rRNA-binding,	KW-0007~Acetylation,KW-0597~Phosphoprotein,	REGION:Disordered,TRANSMEM:Helical,ZN_FING:C4-type,
Q9UKA4	A-kinase anchoring protein 11(AKAP11)	Homo sapiens			GO:0003091~renal water homeostasis,GO:0008104~protein localization,GO:0030866~cortical actin cytoskeleton organization,GO:0035556~intracellular signal transduction,GO:0036010~protein localization to endosome,	GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005813~centrosome,GO:0005829~cytosol,GO:0005886~plasma membrane,	GO:0005515~protein binding,GO:0008157~protein phosphatase 1 binding,GO:0034237~protein kinase A regulatory subunit binding,GO:0051018~protein kinase A binding,	IPR008382:SPHK1-interactor_AKAP_110,						KW-0206~Cytoskeleton,KW-0963~Cytoplasm,						KW-0597~Phosphoprotein,	COMPBIAS:Polar residues,REGION:Disordered,REGION:PKA-RII subunit binding domain,
Q7Z7G0	ABI family member 3 binding protein(ABI3BP)	Homo sapiens			GO:0008285~negative regulation of cell proliferation,GO:0010811~positive regulation of cell-substrate adhesion,GO:0030198~extracellular matrix organization,GO:1904597~negative regulation of connective tissue replacement involved in inflammatory response wound healing,GO:1905209~positive regulation of cardiocyte differentiation,	GO:0005576~extracellular region,GO:0005614~interstitial matrix,GO:0005615~extracellular space,	GO:0005201~extracellular matrix structural constituent,GO:0005518~collagen binding,GO:0008201~heparin binding,	IPR003961:FN3_dom,IPR013783:Ig-like_fold,IPR036116:FN3_sf,IPR049109:TARSH/FNDC1_C,				SM00060:FN3,		KW-0964~Secreted,		KW-0225~Disease variant,	KW-0677~Repeat,KW-0732~Signal,			KW-0325~Glycoprotein,	CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Basic residues,COMPBIAS:Polar residues,COMPBIAS:Pro residues,DOMAIN:Fibronectin type-III,DOMAIN:Fibronectin type-III 1,DOMAIN:Fibronectin type-III 2,REGION:Disordered,
O14672	ADAM metallopeptidase domain 10(ADAM10)	Homo sapiens		h_appPathway:Generation of amyloid b-peptide by PS1,	GO:0001701~in utero embryonic development,GO:0006468~protein phosphorylation,GO:0006508~proteolysis,GO:0006509~membrane protein ectodomain proteolysis,GO:0007162~negative regulation of cell adhesion,GO:0007219~Notch signaling pathway,GO:0007229~integrin-mediated signaling pathway,GO:0007267~cell-cell signaling,GO:0008284~positive regulation of cell proliferation,GO:0008593~regulation of Notch signaling pathway,GO:0010629~negative regulation of gene expression,GO:0010820~positive regulation of T cell chemotaxis,GO:0016485~protein processing,GO:0022617~extracellular matrix disassembly,GO:0030307~positive regulation of cell growth,GO:0030335~positive regulation of cell migration,GO:0034332~adherens junction organization,GO:0034612~response to tumor necrosis factor,GO:0038004~epidermal growth factor receptor ligand maturation,GO:0042117~monocyte activation,GO:0042987~amyloid precursor protein catabolic process,GO:0046931~pore complex assembly,GO:0051089~constitutive protein ectodomain proteolysis,GO:0051128~regulation of cellular component organization,GO:0090102~cochlea development,GO:1901342~regulation of vasculature development,GO:1901998~toxin transport,	GO:0000139~Golgi membrane,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005788~endoplasmic reticulum lumen,GO:0005794~Golgi apparatus,GO:0005798~Golgi-associated vesicle,GO:0005886~plasma membrane,GO:0005912~adherens junction,GO:0005925~focal adhesion,GO:0009986~cell surface,GO:0014069~postsynaptic density,GO:0016020~membrane,GO:0030136~clathrin-coated vesicle,GO:0030424~axon,GO:0030425~dendrite,GO:0035579~specific granule membrane,GO:0043231~intracellular membrane-bounded organelle,GO:0046930~pore complex,GO:0070062~extracellular exosome,GO:0070821~tertiary granule membrane,GO:0097038~perinuclear endoplasmic reticulum,GO:0097060~synaptic membrane,GO:0097197~tetraspanin-enriched microdomain,GO:0098978~glutamatergic synapse,	GO:0004175~endopeptidase activity,GO:0004222~metalloendopeptidase activity,GO:0005102~receptor binding,GO:0005178~integrin binding,GO:0005515~protein binding,GO:0008237~metallopeptidase activity,GO:0017124~SH3 domain binding,GO:0019901~protein kinase binding,GO:0042803~protein homodimerization activity,GO:0046872~metal ion binding,GO:0060090~binding, bridging,GO:0070573~metallodipeptidase activity,GO:1902945~metalloendopeptidase activity involved in amyloid precursor protein catabolic process,	IPR001590:Peptidase_M12B,IPR001762:Disintegrin_dom,IPR002870:Peptidase_M12B_N,IPR024079:MetalloPept_cat_dom_sf,IPR034025:ADAM10_ADAM17,IPR036436:Disintegrin_dom_sf,IPR049038:ADAM10_Cys-rich,	hsa04148:Efferocytosis,hsa05010:Alzheimer disease,hsa05120:Epithelial cell signaling in Helicobacter pylori infection,	615537~Reticulate acropigmentation of Kitamura,615590~Alzheimer disease 18, susceptibility to,		SM00050:DISIN,	KW-0914~Notch signaling pathway,	KW-0333~Golgi apparatus,KW-0472~Membrane,KW-0963~Cytoplasm,KW-0965~Cell junction,KW-0966~Cell projection,KW-0968~Cytoplasmic vesicle,KW-1003~Cell membrane,		KW-0026~Alzheimer disease,KW-0225~Disease variant,KW-0523~Neurodegeneration,KW-1008~Amyloidosis,	KW-0729~SH3-binding,KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0165~Cleavage on pair of basic residues,KW-0325~Glycoprotein,KW-0597~Phosphoprotein,KW-0865~Zymogen,KW-1015~Disulfide bond,	BINDING:in inhibited form,CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Pro residues,DOMAIN:Disintegrin,DOMAIN:Peptidase M12B,DOMAIN:Peptidase M12B propeptide,MOTIF:Cysteine switch,MOTIF:SH3-binding,MUTAGEN:E->A: Loss of proteolytic activity. Abrogates APP cleavage. Reduces Notch signaling.,MUTAGEN:PLAR->AAAA: Strongly reduces interaction and prevents ADAM10 maturation.,MUTAGEN:YCDVFMRCR->ACDVFMRCA: Strongly reduces interaction and ADAM10 maturation.,MUTAGEN:YCDVFMRCR->ECDVFMRCE: Strongly reduces interaction and prevents ADAM10 maturation.,REGION:Disordered,REGION:Interaction with AP2A1, AP2A2 and AP2M1,SITE:Cleavage; by furin and PCSK7,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
Q61824	ADAM metallopeptidase domain 12(Adam12)	Mus musculus		m_cardiacEGFPathway:Role of EGF Receptor Transactivation by GPCRs in Cardiac Hypertrophy,	GO:0006508~proteolysis,GO:0007155~cell adhesion,GO:0045766~positive regulation of angiogenesis,	GO:0005654~nucleoplasm,GO:0005886~plasma membrane,GO:0016020~membrane,	GO:0004222~metalloendopeptidase activity,GO:0005515~protein binding,GO:0008233~peptidase activity,GO:0008237~metallopeptidase activity,GO:0016787~hydrolase activity,GO:0017124~SH3 domain binding,GO:0046872~metal ion binding,	IPR000742:EGF-like_dom,IPR001590:Peptidase_M12B,IPR001762:Disintegrin_dom,IPR002870:Peptidase_M12B_N,IPR006586:ADAM_Cys-rich,IPR018358:Disintegrin_CS,IPR024079:MetalloPept_cat_dom_sf,IPR034027:Reprolysin_adamalysin,IPR036436:Disintegrin_dom_sf,				SM00050:DISIN,SM00608:ACR,	KW-0130~Cell adhesion,	KW-0472~Membrane,			KW-0245~EGF-like domain,KW-0729~SH3-binding,KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0165~Cleavage on pair of basic residues,KW-0325~Glycoprotein,KW-0597~Phosphoprotein,KW-0865~Zymogen,KW-1015~Disulfide bond,	BINDING:in inhibited form,CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:Disintegrin,DOMAIN:EGF-like,DOMAIN:Peptidase M12B,DOMAIN:Peptidase M12B propeptide,MOTIF:Cysteine switch,MOTIF:SH3-binding; class I,MOTIF:SH3-binding; class II,REGION:Disordered,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
P78536	ADAM metallopeptidase domain 17(ADAM17)	Homo sapiens		h_erbb4Pathway:g-Secretase mediated ErbB4 Signaling Pathway ,h_notchPathway:Proteolysis and Signaling Pathway of Notch ,h_ps1Pathway:Presenilin action in Notch and Wnt signaling,	GO:0001666~response to hypoxia,GO:0002446~neutrophil mediated immunity,GO:0002467~germinal center formation,GO:0002690~positive regulation of leukocyte chemotaxis,GO:0006508~proteolysis,GO:0006509~membrane protein ectodomain proteolysis,GO:0007155~cell adhesion,GO:0007219~Notch signaling pathway,GO:0007220~Notch receptor processing,GO:0008284~positive regulation of cell proliferation,GO:0009410~response to xenobiotic stimulus,GO:0010820~positive regulation of T cell chemotaxis,GO:0016485~protein processing,GO:0030183~B cell differentiation,GO:0030307~positive regulation of cell growth,GO:0030335~positive regulation of cell migration,GO:0030512~negative regulation of transforming growth factor beta receptor signaling pathway,GO:0032496~response to lipopolysaccharide,GO:0032502~developmental process,GO:0032722~positive regulation of chemokine production,GO:0033025~regulation of mast cell apoptotic process,GO:0033077~T cell differentiation in thymus,GO:0033627~cell adhesion mediated by integrin,GO:0035313~wound healing, spreading of epidermal cells,GO:0042987~amyloid precursor protein catabolic process,GO:0043536~positive regulation of blood vessel endothelial cell migration,GO:0045737~positive regulation of cyclin-dependent protein serine/threonine kinase activity,GO:0045741~positive regulation of epidermal growth factor-activated receptor activity,GO:0045742~positive regulation of epidermal growth factor receptor signaling pathway,GO:0048536~spleen development,GO:0048870~cell motility,GO:0050830~defense response to Gram-positive bacterium,GO:0050896~response to stimulus,GO:0051128~regulation of cellular component organization,GO:0071403~cellular response to high density lipoprotein particle stimulus,GO:0071679~commissural neuron axon guidance,GO:1900087~positive regulation of G1/S transition of mitotic cell cycle,GO:1903265~positive regulation of tumor necrosis factor-mediated signaling pathway,GO:1905564~positive regulation of vascular endothelial cell proliferation,	GO:0000139~Golgi membrane,GO:0005737~cytoplasm,GO:0005788~endoplasmic reticulum lumen,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0005911~cell-cell junction,GO:0005925~focal adhesion,GO:0009986~cell surface,GO:0015629~actin cytoskeleton,GO:0016020~membrane,GO:0016324~apical plasma membrane,GO:0032587~ruffle membrane,GO:0045121~membrane raft,	GO:0004175~endopeptidase activity,GO:0004222~metalloendopeptidase activity,GO:0005112~Notch binding,GO:0005138~interleukin-6 receptor binding,GO:0005178~integrin binding,GO:0005515~protein binding,GO:0008233~peptidase activity,GO:0008237~metallopeptidase activity,GO:0017124~SH3 domain binding,GO:0030165~PDZ domain binding,GO:0043120~tumor necrosis factor binding,GO:0046872~metal ion binding,GO:1902945~metalloendopeptidase activity involved in amyloid precursor protein catabolic process,	IPR001590:Peptidase_M12B,IPR001762:Disintegrin_dom,IPR024079:MetalloPept_cat_dom_sf,IPR032029:ADAM17_MPD,IPR034025:ADAM10_ADAM17,IPR036436:Disintegrin_dom_sf,	hsa04148:Efferocytosis,hsa04330:Notch signaling pathway,hsa05010:Alzheimer disease,hsa05120:Epithelial cell signaling in Helicobacter pylori infection,hsa05171:Coronavirus disease - COVID-19,	614328~Inflammatory skin and bowel disease, neonatal, 1,		SM00050:DISIN,	KW-0914~Notch signaling pathway,	KW-0472~Membrane,			KW-0729~SH3-binding,KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0165~Cleavage on pair of basic residues,KW-0325~Glycoprotein,KW-0597~Phosphoprotein,KW-0865~Zymogen,KW-1015~Disulfide bond,	BINDING:in inhibited form,CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Basic and acidic residues,COMPBIAS:Pro residues,DOMAIN:Disintegrin,DOMAIN:Peptidase M12B,MOTIF:Cysteine switch,MOTIF:SH3-binding,REGION:Crambin-like,REGION:Disordered,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
Q9H013	ADAM metallopeptidase domain 19(ADAM19)	Homo sapiens			GO:0001890~placenta development,GO:0006508~proteolysis,GO:0006509~membrane protein ectodomain proteolysis,GO:0010628~positive regulation of gene expression,GO:0016485~protein processing,GO:0042987~amyloid precursor protein catabolic process,GO:2000049~positive regulation of cell-cell adhesion mediated by cadherin,	GO:0005634~nucleus,GO:0005886~plasma membrane,GO:0016020~membrane,	GO:0004222~metalloendopeptidase activity,GO:0005515~protein binding,GO:0017124~SH3 domain binding,GO:0046872~metal ion binding,GO:1902945~metalloendopeptidase activity involved in amyloid precursor protein catabolic process,	IPR000742:EGF-like_dom,IPR001590:Peptidase_M12B,IPR001762:Disintegrin_dom,IPR002870:Peptidase_M12B_N,IPR006586:ADAM_Cys-rich,IPR018358:Disintegrin_CS,IPR024079:MetalloPept_cat_dom_sf,IPR034027:Reprolysin_adamalysin,IPR036436:Disintegrin_dom_sf,				SM00050:DISIN,SM00608:ACR,		KW-0472~Membrane,			KW-0245~EGF-like domain,KW-0729~SH3-binding,KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0325~Glycoprotein,KW-0865~Zymogen,KW-1015~Disulfide bond,	BINDING:in inhibited form,CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Polar residues,COMPBIAS:Pro residues,DOMAIN:Disintegrin,DOMAIN:EGF-like,DOMAIN:Peptidase M12B,DOMAIN:Peptidase M12B propeptide,MOTIF:Cysteine switch,MOTIF:SH3-binding,REGION:Disordered,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
Q8WXS8	ADAM metallopeptidase with thrombospondin type 1 motif 14(ADAMTS14)	Homo sapiens			GO:0006508~proteolysis,GO:0030198~extracellular matrix organization,GO:0030199~collagen fibril organization,GO:0030574~collagen catabolic process,	GO:0005576~extracellular region,GO:0031012~extracellular matrix,	GO:0004222~metalloendopeptidase activity,GO:0046872~metal ion binding,	IPR000884:TSP1_rpt,IPR001590:Peptidase_M12B,IPR002870:Peptidase_M12B_N,IPR006586:ADAM_Cys-rich,IPR010294:ADAMTS_spacer1,IPR010909:PLAC,IPR013273:ADAMTS/ADAMTS-like,IPR024079:MetalloPept_cat_dom_sf,IPR036383:TSP1_rpt_sf,IPR041645:ADAMTS_CR_2,IPR045371:ADAMTS_CR_3,				SM00209:TSP1,SM00608:ACR,	KW-0177~Collagen degradation,	KW-0272~Extracellular matrix,KW-0964~Secreted,			KW-0677~Repeat,KW-0732~Signal,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0165~Cleavage on pair of basic residues,KW-0325~Glycoprotein,KW-0865~Zymogen,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Polar residues,COMPBIAS:Pro residues,DOMAIN:Disintegrin,DOMAIN:PLAC,DOMAIN:Peptidase M12B,DOMAIN:TSP type-1 1,DOMAIN:TSP type-1 2,DOMAIN:TSP type-1 3,DOMAIN:TSP type-1 4,REGION:Disordered,REGION:Spacer,
P59384	ADAM metallopeptidase with thrombospondin type 1 motif 15(Adamts15)	Mus musculus			GO:0006508~proteolysis,GO:0007520~myoblast fusion,GO:0022617~extracellular matrix disassembly,GO:0030198~extracellular matrix organization,	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0009986~cell surface,GO:0031012~extracellular matrix,	GO:0004175~endopeptidase activity,GO:0004222~metalloendopeptidase activity,GO:0008201~heparin binding,GO:0008233~peptidase activity,GO:0008237~metallopeptidase activity,GO:0008270~zinc ion binding,GO:0016787~hydrolase activity,GO:0046872~metal ion binding,GO:0050840~extracellular matrix binding,	IPR000884:TSP1_rpt,IPR001590:Peptidase_M12B,IPR002870:Peptidase_M12B_N,IPR006586:ADAM_Cys-rich,IPR010294:ADAMTS_spacer1,IPR013273:ADAMTS/ADAMTS-like,IPR013277:Pept_M12B_ADAM-TS8,IPR024079:MetalloPept_cat_dom_sf,IPR036383:TSP1_rpt_sf,IPR041645:ADAMTS_CR_2,IPR045371:ADAMTS_CR_3,				SM00209:TSP1,SM00608:ACR,		KW-0272~Extracellular matrix,KW-0964~Secreted,			KW-0677~Repeat,KW-0732~Signal,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0165~Cleavage on pair of basic residues,KW-0325~Glycoprotein,KW-0865~Zymogen,KW-1015~Disulfide bond,	BINDING:in inhibited form,CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Basic and acidic residues,DOMAIN:Disintegrin,DOMAIN:Peptidase M12B,DOMAIN:TSP type-1 1,DOMAIN:TSP type-1 2,DOMAIN:TSP type-1 3,MOTIF:Cysteine switch,MUTAGEN:N->Q: Reduced glycosylation.,MUTAGEN:R->A: Reduced propeptide cleavage.,REGION:Disordered,REGION:Spacer,SITE:Cleavage; by furin,
Q8TE57	ADAM metallopeptidase with thrombospondin type 1 motif 16(ADAMTS16)	Homo sapiens			GO:0001658~branching involved in ureteric bud morphogenesis,GO:0003073~regulation of systemic arterial blood pressure,GO:0006508~proteolysis,GO:0030198~extracellular matrix organization,GO:0048232~male gamete generation,GO:1902017~regulation of cilium assembly,	GO:0005576~extracellular region,GO:0031012~extracellular matrix,	GO:0004222~metalloendopeptidase activity,GO:0046872~metal ion binding,	IPR000884:TSP1_rpt,IPR001590:Peptidase_M12B,IPR002870:Peptidase_M12B_N,IPR010294:ADAMTS_spacer1,IPR010909:PLAC,IPR013273:ADAMTS/ADAMTS-like,IPR024079:MetalloPept_cat_dom_sf,IPR036383:TSP1_rpt_sf,IPR041645:ADAMTS_CR_2,IPR045371:ADAMTS_CR_3,				SM00209:TSP1,		KW-0272~Extracellular matrix,KW-0964~Secreted,			KW-0677~Repeat,KW-0732~Signal,	KW-0106~Calcium,KW-0479~Metal-binding,KW-0862~Zinc,	KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0165~Cleavage on pair of basic residues,KW-0325~Glycoprotein,KW-0865~Zymogen,KW-1015~Disulfide bond,	BINDING:in inhibited form,CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Pro residues,DOMAIN:Disintegrin,DOMAIN:PLAC,DOMAIN:Peptidase M12B,DOMAIN:TSP type-1 1,DOMAIN:TSP type-1 2,DOMAIN:TSP type-1 3,DOMAIN:TSP type-1 4,DOMAIN:TSP type-1 5,DOMAIN:TSP type-1 6,MOTIF:Cysteine switch,REGION:Disordered,REGION:Spacer,
P79331	ADAM metallopeptidase with thrombospondin type 1 motif 2(ADAMTS2)	Bos taurus			GO:0006508~proteolysis,GO:0007283~spermatogenesis,GO:0016485~protein processing,GO:0030198~extracellular matrix organization,GO:0030199~collagen fibril organization,GO:0030324~lung development,GO:0030574~collagen catabolic process,GO:0032964~collagen biosynthetic process,GO:0043588~skin development,GO:0097435~supramolecular fiber organization,	GO:0005576~extracellular region,GO:0031012~extracellular matrix,	GO:0004222~metalloendopeptidase activity,GO:0008270~zinc ion binding,	IPR000884:TSP1_rpt,IPR001590:Peptidase_M12B,IPR002870:Peptidase_M12B_N,IPR010294:ADAMTS_spacer1,IPR010909:PLAC,IPR013273:ADAMTS/ADAMTS-like,IPR013275:Pept_M12B_ADAM-TS2,IPR024079:MetalloPept_cat_dom_sf,IPR036383:TSP1_rpt_sf,IPR041645:ADAMTS_CR_2,IPR045371:ADAMTS_CR_3,				SM00209:TSP1,	KW-0177~Collagen degradation,	KW-0272~Extracellular matrix,KW-0964~Secreted,			KW-0677~Repeat,KW-0732~Signal,	KW-0106~Calcium,KW-0479~Metal-binding,KW-0862~Zinc,	KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0165~Cleavage on pair of basic residues,KW-0325~Glycoprotein,KW-0865~Zymogen,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:Disintegrin,DOMAIN:PLAC,DOMAIN:Peptidase M12B,DOMAIN:Peptidase M12B propeptide,DOMAIN:TSP type-1 1,DOMAIN:TSP type-1 2,DOMAIN:TSP type-1 3,DOMAIN:TSP type-1 4,MOTIF:Cell attachment site,REGION:Disordered,REGION:Spacer,
O15072	ADAM metallopeptidase with thrombospondin type 1 motif 3(ADAMTS3)	Homo sapiens			GO:0001701~in utero embryonic development,GO:0006508~proteolysis,GO:0007229~integrin-mediated signaling pathway,GO:0010573~vascular endothelial growth factor production,GO:0016485~protein processing,GO:0030198~extracellular matrix organization,GO:0030199~collagen fibril organization,GO:0030574~collagen catabolic process,GO:0032964~collagen biosynthetic process,GO:0097435~supramolecular fiber organization,GO:1900748~positive regulation of vascular endothelial growth factor signaling pathway,	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0031012~extracellular matrix,GO:0070062~extracellular exosome,	GO:0004175~endopeptidase activity,GO:0004222~metalloendopeptidase activity,GO:0005515~protein binding,GO:0008201~heparin binding,GO:0008270~zinc ion binding,	IPR000884:TSP1_rpt,IPR001590:Peptidase_M12B,IPR002870:Peptidase_M12B_N,IPR010294:ADAMTS_spacer1,IPR010909:PLAC,IPR013273:ADAMTS/ADAMTS-like,IPR024079:MetalloPept_cat_dom_sf,IPR036383:TSP1_rpt_sf,IPR041645:ADAMTS_CR_2,IPR045371:ADAMTS_CR_3,		618154~Hennekam lymphangiectasia-lymphedema syndrome 3,		SM00209:TSP1,		KW-0272~Extracellular matrix,KW-0964~Secreted,		KW-0225~Disease variant,	KW-0677~Repeat,KW-0732~Signal,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0358~Heparin-binding,KW-0378~Hydrolase,KW-0401~Integrin,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0165~Cleavage on pair of basic residues,KW-0325~Glycoprotein,KW-0865~Zymogen,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Basic and acidic residues,DOMAIN:Disintegrin,DOMAIN:PLAC,DOMAIN:Peptidase M12B,DOMAIN:Peptidase M12B propeptide,DOMAIN:TSP type-1 1,DOMAIN:TSP type-1 2,DOMAIN:TSP type-1 3,DOMAIN:TSP type-1 4,REGION:Disordered,REGION:Spacer,
Q9UKP5	ADAM metallopeptidase with thrombospondin type 1 motif 6(ADAMTS6)	Homo sapiens			GO:0001822~kidney development,GO:0003279~cardiac septum development,GO:0006508~proteolysis,GO:0030198~extracellular matrix organization,GO:0035904~aorta development,GO:0060976~coronary vasculature development,	GO:0005576~extracellular region,GO:0031012~extracellular matrix,	GO:0004222~metalloendopeptidase activity,GO:0008237~metallopeptidase activity,GO:0046872~metal ion binding,	IPR000884:TSP1_rpt,IPR001590:Peptidase_M12B,IPR002870:Peptidase_M12B_N,IPR010294:ADAMTS_spacer1,IPR010909:PLAC,IPR013273:ADAMTS/ADAMTS-like,IPR024079:MetalloPept_cat_dom_sf,IPR036383:TSP1_rpt_sf,IPR041645:ADAMTS_CR_2,IPR045371:ADAMTS_CR_3,				SM00209:TSP1,		KW-0272~Extracellular matrix,KW-0964~Secreted,			KW-0677~Repeat,KW-0732~Signal,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,	KW-0165~Cleavage on pair of basic residues,KW-0325~Glycoprotein,KW-0865~Zymogen,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:Disintegrin,DOMAIN:PLAC,DOMAIN:Peptidase M12B,DOMAIN:TSP type-1 1,DOMAIN:TSP type-1 2,DOMAIN:TSP type-1 3,DOMAIN:TSP type-1 4,DOMAIN:TSP type-1 5,REGION:Spacer,
