ID	Gene Name	Species	BBID	BIOCARTA	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DEVELOPMENTAL_STAGE	UP_KW_DISEASE	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
Q6PH52	thyroid hormone receptor interactor 13(trip13)	Danio rerio			GO:0006302~double-strand break repair,GO:0007130~synaptonemal complex assembly,GO:0007131~reciprocal meiotic recombination,GO:0007283~spermatogenesis,GO:0030154~cell differentiation,GO:0048477~oogenesis,GO:0051321~meiotic cell cycle,GO:0051598~meiotic recombination checkpoint,	GO:0005634~nucleus,GO:0005694~chromosome,	GO:0000166~nucleotide binding,GO:0005524~ATP binding,GO:0016887~ATPase activity,	IPR003593:AAA+_ATPase,IPR003959:ATPase_AAA_core,IPR003960:ATPase_AAA_CS,IPR027417:P-loop_NTPase,IPR044539:Pch2-like,	dre04110:Cell cycle,			SM00382:AAA,	KW-0221~Differentiation,KW-0469~Meiosis,KW-0744~Spermatogenesis,KW-0896~Oogenesis,	KW-0539~Nucleus,				KW-0067~ATP-binding,KW-0547~Nucleotide-binding,			DOMAIN:AAA+ ATPase,
P14650	thyroid peroxidase(Tpo)	Rattus norvegicus			GO:0006590~thyroid hormone generation,GO:0006979~response to oxidative stress,GO:0033993~response to lipid,GO:0035162~embryonic hemopoiesis,GO:0042446~hormone biosynthetic process,GO:0042744~hydrogen peroxide catabolic process,GO:0071732~cellular response to nitric oxide,GO:0098869~cellular oxidant detoxification,	GO:0005615~extracellular space,GO:0009986~cell surface,GO:0016020~membrane,	GO:0004447~iodide peroxidase activity,GO:0004601~peroxidase activity,GO:0005509~calcium ion binding,GO:0020037~heme binding,	IPR000152:EGF-type_Asp/Asn_hydroxyl_site,IPR000436:Sushi_SCR_CCP_dom,IPR000742:EGF-like_dom,IPR001881:EGF-like_Ca-bd_dom,IPR010255:Haem_peroxidase_sf,IPR018097:EGF_Ca-bd_CS,IPR019791:Haem_peroxidase_animal,IPR029589:TPO,IPR035976:Sushi/SCR/CCP_sf,IPR037120:Haem_peroxidase_sf_animal,	rno00350:Tyrosine metabolism,rno01100:Metabolic pathways,rno04918:Thyroid hormone synthesis,rno05320:Autoimmune thyroid disease,			SM00032:CCP,SM00179:EGF_CA,SM00181:EGF,	KW-0376~Hydrogen peroxide,KW-0893~Thyroid hormones biosynthesis,	KW-0472~Membrane,			KW-0245~EGF-like domain,KW-0732~Signal,KW-0768~Sushi,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0106~Calcium,KW-0349~Heme,KW-0408~Iron,KW-0479~Metal-binding,	KW-0560~Oxidoreductase,KW-0575~Peroxidase,	KW-0325~Glycoprotein,KW-1015~Disulfide bond,	ACT_SITE:Proton acceptor,BINDING:axial binding residue,BINDING:covalent,CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:EGF-like,DOMAIN:EGF-like; calcium-binding,DOMAIN:Sushi,REGION:Disordered,SITE:Transition state stabilizer,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
A7YD35	thyroxine 5-deiodinase-like(LOC115573513)	Sparus aurata			GO:0042446~hormone biosynthetic process,	GO:0005886~plasma membrane,GO:0010008~endosome membrane,	GO:0004800~thyroxine 5'-deiodinase activity,GO:0033798~thyroxine 5-deiodinase activity,	IPR000643:Iodothyronine_deiodinase,IPR008261:Iodothyronine_deiodinase_AS,IPR027252:Iodothyronine_deiodinase_I/III,			PIRSF001330:IOD,PIRSF500144:IODI_III,		KW-0893~Thyroid hormones biosynthesis,	KW-0472~Membrane,KW-0967~Endosome,KW-1003~Cell membrane,			KW-0735~Signal-anchor,KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0560~Oxidoreductase,		NON_STD:Selenocysteine,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical; Signal-anchor for type II membrane protein,
Q95168	tight junction protein 2(TJP2)	Canis lupus familiaris			GO:0034109~homotypic cell-cell adhesion,GO:0045216~cell-cell junction organization,GO:0050892~intestinal absorption,GO:0090557~establishment of endothelial intestinal barrier,GO:0090559~regulation of membrane permeability,GO:0098609~cell-cell adhesion,GO:1905605~positive regulation of maintenance of permeability of blood-brain barrier,	GO:0005634~nucleus,GO:0005886~plasma membrane,GO:0005923~bicellular tight junction,GO:0009986~cell surface,GO:0044291~cell-cell contact zone,	GO:0019904~protein domain specific binding,GO:0030674~protein binding, bridging,GO:0050839~cell adhesion molecule binding,GO:1990782~protein tyrosine kinase binding,	IPR001452:SH3_domain,IPR001478:PDZ,IPR005417:ZO,IPR005419:ZO-2,IPR008144:Guanylate_kin-like_dom,IPR008145:GK/Ca_channel_bsu,IPR027417:P-loop_NTPase,IPR035598:ZO-2_SH3,IPR036028:SH3-like_dom_sf,IPR036034:PDZ_sf,	cfa04530:Tight junction,			SM00072:GuKc,SM00228:PDZ,		KW-0472~Membrane,KW-0539~Nucleus,KW-0796~Tight junction,KW-0965~Cell junction,KW-1003~Cell membrane,			KW-0677~Repeat,KW-0728~SH3 domain,KW-0732~Signal,			KW-0597~Phosphoprotein,	COMPBIAS:Acidic residues,COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,DOMAIN:Guanylate kinase-like,DOMAIN:PDZ,DOMAIN:PDZ 1,DOMAIN:PDZ 2,DOMAIN:PDZ 3,DOMAIN:SH3,REGION:Disordered,REGION:Interaction with SCRIB,
Q95168	tight junction protein 2(TJP2)	Canis lupus dingo			GO:0034109~homotypic cell-cell adhesion,GO:0045216~cell-cell junction organization,GO:0050892~intestinal absorption,GO:0090557~establishment of endothelial intestinal barrier,GO:0090559~regulation of membrane permeability,GO:0098609~cell-cell adhesion,GO:1905605~positive regulation of maintenance of permeability of blood-brain barrier,	GO:0005634~nucleus,GO:0005886~plasma membrane,GO:0005923~bicellular tight junction,GO:0009986~cell surface,GO:0044291~cell-cell contact zone,	GO:0019904~protein domain specific binding,GO:0030674~protein binding, bridging,GO:0050839~cell adhesion molecule binding,GO:1990782~protein tyrosine kinase binding,	IPR001452:SH3_domain,IPR001478:PDZ,IPR005417:ZO,IPR005419:ZO-2,IPR008144:Guanylate_kin-like_dom,IPR008145:GK/Ca_channel_bsu,IPR027417:P-loop_NTPase,IPR035598:ZO-2_SH3,IPR036028:SH3-like_dom_sf,IPR036034:PDZ_sf,	clud04530:Tight junction,			SM00072:GuKc,SM00228:PDZ,		KW-0472~Membrane,KW-0539~Nucleus,KW-0796~Tight junction,KW-0965~Cell junction,KW-1003~Cell membrane,			KW-0677~Repeat,KW-0728~SH3 domain,			KW-0597~Phosphoprotein,	COMPBIAS:Acidic residues,COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,DOMAIN:Guanylate kinase-like,DOMAIN:PDZ,DOMAIN:PDZ 1,DOMAIN:PDZ 2,DOMAIN:PDZ 3,DOMAIN:SH3,REGION:Disordered,REGION:Interaction with SCRIB,
O95049	tight junction protein 3(TJP3)	Homo sapiens			GO:0035633~maintenance of permeability of blood-brain barrier,GO:0045216~cell-cell junction organization,GO:0090557~establishment of endothelial intestinal barrier,GO:0098609~cell-cell adhesion,GO:1905605~positive regulation of maintenance of permeability of blood-brain barrier,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005886~plasma membrane,GO:0005923~bicellular tight junction,GO:0030054~cell junction,	GO:0005515~protein binding,GO:0050839~cell adhesion molecule binding,	IPR001452:SH3_domain,IPR001478:PDZ,IPR005417:ZO,IPR005420:ZO-3,IPR008144:Guanylate_kin-like_dom,IPR008145:GK/Ca_channel_bsu,IPR027417:P-loop_NTPase,IPR036028:SH3-like_dom_sf,IPR036034:PDZ_sf,	hsa04530:Tight junction,			SM00072:GuKc,SM00228:PDZ,SM00326:SH3,		KW-0472~Membrane,KW-0539~Nucleus,KW-0796~Tight junction,KW-0965~Cell junction,KW-1003~Cell membrane,			KW-0677~Repeat,KW-0728~SH3 domain,			KW-0597~Phosphoprotein,	COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,DOMAIN:Guanylate kinase-like,DOMAIN:PDZ,DOMAIN:PDZ 1,DOMAIN:PDZ 2,DOMAIN:PDZ 3,DOMAIN:SH3,REGION:Disordered,
Q7YRQ8	tissue factor pathway inhibitor 2(TFPI2)	Bos taurus			GO:0007596~blood coagulation,GO:0010466~negative regulation of peptidase activity,	GO:0005576~extracellular region,GO:0005615~extracellular space,	GO:0004867~serine-type endopeptidase inhibitor activity,	IPR002223:Kunitz_BPTI,IPR008296:TFPI-like,IPR020901:Prtase_inh_Kunz-CS,IPR036880:Kunitz_BPTI_sf,			PIRSF001620:TFPI,	SM00131:KU,	KW-0094~Blood coagulation,KW-0356~Hemostasis,	KW-0964~Secreted,			KW-0677~Repeat,KW-0732~Signal,		KW-0646~Protease inhibitor,KW-0722~Serine protease inhibitor,	KW-0325~Glycoprotein,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:BPTI/Kunitz inhibitor 1,DOMAIN:BPTI/Kunitz inhibitor 2,DOMAIN:BPTI/Kunitz inhibitor 3,SITE:Reactive bond,
Q15399	toll like receptor 1(TLR1)	Homo sapiens			GO:0002224~toll-like receptor signaling pathway,GO:0006954~inflammatory response,GO:0006955~immune response,GO:0007165~signal transduction,GO:0032755~positive regulation of interleukin-6 production,GO:0032757~positive regulation of interleukin-8 production,GO:0032760~positive regulation of tumor necrosis factor production,GO:0034137~positive regulation of toll-like receptor 2 signaling pathway,GO:0042116~macrophage activation,GO:0042495~detection of triacyl bacterial lipopeptide,GO:0045087~innate immune response,GO:0071727~cellular response to triacyl bacterial lipopeptide,	GO:0005794~Golgi apparatus,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0030670~phagocytic vesicle membrane,GO:0035354~Toll-like receptor 1-Toll-like receptor 2 protein complex,GO:0043235~receptor complex,GO:0045121~membrane raft,	GO:0004888~transmembrane signaling receptor activity,GO:0005515~protein binding,GO:0035663~Toll-like receptor 2 binding,GO:0038023~signaling receptor activity,GO:0042802~identical protein binding,GO:0050135~NAD(P)+ nucleosidase activity,GO:0061809~NAD+ nucleotidase, cyclic ADP-ribose generating,GO:0071723~lipopeptide binding,	IPR000157:TIR_dom,IPR000483:Cys-rich_flank_reg_C,IPR001611:Leu-rich_rpt,IPR003591:Leu-rich_rpt_typical-subtyp,IPR017241:Toll-like_receptor,IPR032675:LRR_dom_sf,IPR035897:Toll_tir_struct_dom_sf,	hsa04620:Toll-like receptor signaling pathway,hsa05152:Tuberculosis,	613223~Leprosy, protection against,613223~Leprosy, susceptibility to, 5,	PIRSF037595:Toll-like_receptor,	SM00082:LRRCT,SM00255:TIR,SM00364:LRR_BAC,SM00369:LRR_TYP,	KW-0391~Immunity,KW-0395~Inflammatory response,KW-0399~Innate immunity,	KW-0333~Golgi apparatus,KW-0472~Membrane,KW-0968~Cytoplasmic vesicle,KW-1003~Cell membrane,			KW-0433~Leucine-rich repeat,KW-0677~Repeat,KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0520~NAD,	KW-0675~Receptor,	KW-0325~Glycoprotein,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:LRRCT,DOMAIN:TIR,REGION:Interaction with bacterial lipopeptide,REPEAT:LRR 1,REPEAT:LRR 10,REPEAT:LRR 11,REPEAT:LRR 12,REPEAT:LRR 13,REPEAT:LRR 14,REPEAT:LRR 15,REPEAT:LRR 16,REPEAT:LRR 17,REPEAT:LRR 18,REPEAT:LRR 19,REPEAT:LRR 2,REPEAT:LRR 3,REPEAT:LRR 4,REPEAT:LRR 5,REPEAT:LRR 6,REPEAT:LRR 7,REPEAT:LRR 8,REPEAT:LRR 9,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
Q9DD78	toll like receptor 2A(TLR2A)	Gallus gallus			GO:0002224~toll-like receptor signaling pathway,GO:0006954~inflammatory response,GO:0006955~immune response,GO:0045087~innate immune response,	GO:0005886~plasma membrane,GO:0016020~membrane,	GO:0004888~transmembrane signaling receptor activity,GO:0005515~protein binding,GO:0038023~signaling receptor activity,GO:0042497~triacyl lipopeptide binding,GO:0050135~NAD(P)+ nucleosidase activity,GO:0061809~NAD+ nucleotidase, cyclic ADP-ribose generating,	IPR000157:TIR_dom,IPR000483:Cys-rich_flank_reg_C,IPR001611:Leu-rich_rpt,IPR003591:Leu-rich_rpt_typical-subtyp,IPR017241:Toll-like_receptor,IPR018247:EF_Hand_1_Ca_BS,IPR032675:LRR_dom_sf,IPR035897:Toll_tir_struct_dom_sf,	gga04145:Phagosome,gga04620:Toll-like receptor signaling pathway,gga05132:Salmonella infection,gga05168:Herpes simplex virus 1 infection,		PIRSF037595:Toll-like_receptor,	SM00082:LRRCT,SM00255:TIR,SM00364:LRR_BAC,SM00369:LRR_TYP,	KW-0391~Immunity,KW-0395~Inflammatory response,KW-0399~Innate immunity,	KW-0472~Membrane,			KW-0433~Leucine-rich repeat,KW-0677~Repeat,KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0520~NAD,	KW-0675~Receptor,	KW-0325~Glycoprotein,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:LRRCT,DOMAIN:TIR,REPEAT:LRR 1,REPEAT:LRR 10,REPEAT:LRR 11,REPEAT:LRR 12,REPEAT:LRR 13,REPEAT:LRR 2,REPEAT:LRR 3,REPEAT:LRR 4,REPEAT:LRR 5,REPEAT:LRR 6,REPEAT:LRR 7,REPEAT:LRR 8,REPEAT:LRR 9,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
Q9NZ01	trans-2,3-enoyl-CoA reductase(TECR)	Homo sapiens			GO:0006629~lipid metabolic process,GO:0006665~sphingolipid metabolic process,GO:0030497~fatty acid elongation,GO:0035338~long-chain fatty-acyl-CoA biosynthetic process,GO:0042761~very long-chain fatty acid biosynthetic process,	GO:0005634~nucleus,GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0016020~membrane,	GO:0005515~protein binding,GO:0016491~oxidoreductase activity,GO:0016627~oxidoreductase activity, acting on the CH-CH group of donors,GO:0017099~very-long-chain-acyl-CoA dehydrogenase activity,	IPR001104:3-oxo-5_a-steroid_4-DH_C,IPR029071:Ubiquitin-like_domsf,IPR039357:SRD5A/TECR,IPR049127:TECR-like_N,	hsa00062:Fatty acid elongation,hsa01040:Biosynthesis of unsaturated fatty acids,hsa01100:Metabolic pathways,hsa01212:Fatty acid metabolism,	614020~Intellectual developmental disorder, autosomal recessive 14,			KW-0275~Fatty acid biosynthesis,KW-0276~Fatty acid metabolism,KW-0443~Lipid metabolism,KW-0444~Lipid biosynthesis,KW-0746~Sphingolipid metabolism,	KW-0256~Endoplasmic reticulum,KW-0472~Membrane,		KW-0225~Disease variant,KW-0991~Intellectual disability,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0521~NADP,	KW-0560~Oxidoreductase,	KW-0007~Acetylation,KW-0325~Glycoprotein,KW-0597~Phosphoprotein,	CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Polar residues,DOMAIN:Steroid 5-alpha reductase C-terminal,DOMAIN:TECR-like N-terminal,REGION:Disordered,TRANSMEM:Helical,
B5XGH3	transcription and mRNA export factor ENY2-2-like(LOC106605055)	Salmo salar			GO:0006325~chromatin organization,GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0006368~transcription elongation from RNA polymerase II promoter,GO:0006406~mRNA export from nucleus,GO:0015031~protein transport,GO:0016973~poly(A)+ mRNA export from nucleus,GO:0045893~positive regulation of transcription, DNA-templated,	GO:0000124~SAGA complex,GO:0005643~nuclear pore,GO:0005654~nucleoplasm,GO:0070390~transcription export complex 2,GO:0071819~DUBm complex,	GO:0003682~chromatin binding,GO:0003713~transcription coactivator activity,	IPR018783:TF_ENY2,IPR038212:TF_EnY2_sf,					KW-0509~mRNA transport,KW-0653~Protein transport,KW-0804~Transcription,KW-0805~Transcription regulation,KW-0811~Translocation,KW-0813~Transport,	KW-0539~Nucleus,					KW-0010~Activator,KW-0156~Chromatin regulator,
Q8CGF7	transcription elongation regulator 1 (CA150)(Tcerg1)	Mus musculus			GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0006397~mRNA processing,GO:0008380~RNA splicing,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0016363~nuclear matrix,	GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0003712~transcription cofactor activity,GO:0003714~transcription corepressor activity,GO:0042802~identical protein binding,GO:0044390~ubiquitin-like protein conjugating enzyme binding,GO:0061629~RNA polymerase II sequence-specific DNA binding transcription factor binding,GO:0070063~RNA polymerase binding,GO:0070064~proline-rich region binding,	IPR001202:WW_dom,IPR002713:FF_domain,IPR036020:WW_dom_sf,IPR036517:FF_domain_sf,IPR045148:TCRG1-like,	mmu03040:Spliceosome,			SM00441:FF,SM00456:WW,	KW-0804~Transcription,KW-0805~Transcription regulation,	KW-0539~Nucleus,			KW-0175~Coiled coil,KW-0677~Repeat,		KW-0678~Repressor,	KW-0488~Methylation,KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,KW-1017~Isopeptide bond,	COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,COMPBIAS:Pro residues,CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2),DOMAIN:FF,DOMAIN:FF 1,DOMAIN:FF 2,DOMAIN:FF 3,DOMAIN:FF 4,DOMAIN:FF 5,DOMAIN:FF 6,DOMAIN:WW,DOMAIN:WW 1,DOMAIN:WW 2,DOMAIN:WW 3,MOTIF:Nuclear localization signal,REGION:Disordered,
P79782	transcription factor 15 (basic helix-loop-helix)(TCF15)	Gallus gallus			GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0019827~stem cell population maintenance,GO:0030154~cell differentiation,GO:0032502~developmental process,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:1902037~negative regulation of hematopoietic stem cell differentiation,GO:2000738~positive regulation of stem cell differentiation,	GO:0005634~nucleus,	GO:0000977~RNA polymerase II regulatory region sequence-specific DNA binding,GO:0000981~RNA polymerase II transcription factor activity, sequence-specific DNA binding,GO:0046983~protein dimerization activity,GO:0070888~E-box binding,	IPR011598:bHLH_dom,IPR036638:HLH_DNA-bd_sf,				SM00353:HLH,	KW-0221~Differentiation,KW-0804~Transcription,KW-0805~Transcription regulation,	KW-0539~Nucleus,					KW-0010~Activator,KW-0217~Developmental protein,KW-0238~DNA-binding,KW-9996~Developmental protein,		DOMAIN:bHLH,REGION:Disordered,
Q90YG6	transcription initiation factor IIA subunit 2(gtf2a2)	Oncorhynchus mykiss			GO:0006367~transcription initiation from RNA polymerase II promoter,GO:0051123~RNA polymerase II transcriptional preinitiation complex assembly,	GO:0005672~transcription factor TFIIA complex,GO:0016020~membrane,	GO:0003743~translation initiation factor activity,GO:0017025~TBP-class protein binding,	IPR003194:TFIIA_gsu,IPR009083:TFIIA_a-hlx,IPR009088:TFIIA_b-brl,IPR015871:TFIIA_gsu_C,IPR015872:TFIIA_gsu_N,	omy03022:Basal transcription factors,		PIRSF009415:Hum_TFIIA_gamma,		KW-0648~Protein biosynthesis,KW-0804~Transcription,KW-0805~Transcription regulation,	KW-0472~Membrane,KW-0539~Nucleus,			KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0396~Initiation factor,		DOMAIN:Transcription initiation factor IIA gamma subunit C-terminal,DOMAIN:Transcription initiation factor IIA gamma subunit N-terminal,TRANSMEM:Helical,
Q503N9	transcriptional adaptor 2B(tada2b)	Danio rerio			GO:0006338~chromatin remodeling,GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0035065~regulation of histone acetylation,GO:0048856~anatomical structure development,	GO:0005634~nucleus,GO:0070461~SAGA-type complex,	GO:0003682~chromatin binding,GO:0003713~transcription coactivator activity,GO:0008270~zinc ion binding,GO:0046872~metal ion binding,	IPR000433:Znf_ZZ,IPR001005:SANT/Myb,IPR009057:Homeobox-like_sf,IPR016827:Ada2/TADA2,IPR017884:SANT_dom,IPR036388:WH-like_DNA-bd_sf,IPR041983:ADA2-like_ZZ,IPR043145:Znf_ZZ_sf,			PIRSF025024:Transcriptional_adaptor_2,	SM00291:ZnF_ZZ,SM00717:SANT,	KW-0804~Transcription,KW-0805~Transcription regulation,	KW-0539~Nucleus,			KW-0863~Zinc-finger,	KW-0479~Metal-binding,KW-0862~Zinc,			COMPBIAS:Basic and acidic residues,DOMAIN:SANT,REGION:Disordered,ZN_FING:ZZ-type,
Q9PTG8	transforming acidic coiled-coil containing protein 3 S homeolog(tacc3.S)	Xenopus laevis			GO:0006417~regulation of translation,GO:0007049~cell cycle,GO:0007052~mitotic spindle organization,GO:0017148~negative regulation of translation,GO:0051301~cell division,	GO:0000922~spindle pole,GO:0005737~cytoplasm,GO:0005819~spindle,GO:0005856~cytoskeleton,GO:0032991~macromolecular complex,	GO:0005515~protein binding,GO:0031369~translation initiation factor binding,	IPR007707:TACC_C,IPR039915:TACC,					KW-0131~Cell cycle,KW-0132~Cell division,KW-0498~Mitosis,KW-0810~Translation regulation,	KW-0206~Cytoskeleton,KW-0963~Cytoplasm,			KW-0175~Coiled coil,		KW-0652~Protein synthesis inhibitor,KW-0678~Repressor,	KW-0597~Phosphoprotein,	COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,DOMAIN:Transforming acidic coiled-coil-containing protein C-terminal,MUTAGEN:D->K: Disrupts interactions with ckap5-a.,MUTAGEN:DD->AA: Disrupts interactions with ckap5-a.,MUTAGEN:FLL->AAA: Fails to bind eif4e; when associated with A-577.,MUTAGEN:T->A: Fails to bind eif4e; when associated with 581-AAA-583.,REGION:Disordered,
P10600	transforming growth factor beta 3(TGFB3)	Homo sapiens		h_alkPathway:ALK in cardiac myocytes,h_ctcfPathway:CTCF: First Multivalent Nuclear Factor,h_erythPathway:Erythrocyte Differentiation Pathway,h_g1Pathway:Cell Cycle: G1/S Check Point ,h_il1rPathway:Signal transduction through IL1R,h_inflamPathway:Cytokines and Inflammatory Response,h_mapkPathway:MAPKinase Signaling Pathway,h_nktPathway:Selective expression of chemokine receptors during T-cell polarization,h_p38mapkPathway:p38 MAPK Signaling Pathway ,h_slrp2Pathway:Function of SLRP in Bone: An Integrated View,h_tgfbPathway:TGF beta signaling pathway,h_tob1Pathway:Role of Tob in T-cell activation,	GO:0001666~response to hypoxia,GO:0001701~in utero embryonic development,GO:0007179~transforming growth factor beta receptor signaling pathway,GO:0007435~salivary gland morphogenesis,GO:0007565~female pregnancy,GO:0008284~positive regulation of cell proliferation,GO:0008285~negative regulation of cell proliferation,GO:0010718~positive regulation of epithelial to mesenchymal transition,GO:0010936~negative regulation of macrophage cytokine production,GO:0030512~negative regulation of transforming growth factor beta receptor signaling pathway,GO:0030879~mammary gland development,GO:0032570~response to progesterone,GO:0032967~positive regulation of collagen biosynthetic process,GO:0034616~response to laminar fluid shear stress,GO:0042127~regulation of cell proliferation,GO:0042476~odontogenesis,GO:0042704~uterine wall breakdown,GO:0043065~positive regulation of apoptotic process,GO:0043410~positive regulation of MAPK cascade,GO:0043524~negative regulation of neuron apoptotic process,GO:0043627~response to estrogen,GO:0045216~cell-cell junction organization,GO:0045893~positive regulation of transcription, DNA-templated,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0048286~lung alveolus development,GO:0048565~digestive tract development,GO:0048702~embryonic neurocranium morphogenesis,GO:0048839~inner ear development,GO:0050714~positive regulation of protein secretion,GO:0051491~positive regulation of filopodium assembly,GO:0051496~positive regulation of stress fiber assembly,GO:0051781~positive regulation of cell division,GO:0060325~face morphogenesis,GO:0060364~frontal suture morphogenesis,GO:0060391~positive regulation of SMAD protein import into nucleus,GO:0070483~detection of hypoxia,GO:1904706~negative regulation of vascular smooth muscle cell proliferation,GO:1905075~positive regulation of occluding junction disassembly,	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0005886~plasma membrane,GO:0009986~cell surface,GO:0030141~secretory granule,GO:0030315~T-tubule,GO:0031093~platelet alpha granule lumen,GO:0043025~neuronal cell body,GO:0043231~intracellular membrane-bounded organelle,	GO:0005114~type II transforming growth factor beta receptor binding,GO:0005125~cytokine activity,GO:0005160~transforming growth factor beta receptor binding,GO:0005515~protein binding,GO:0008083~growth factor activity,GO:0034713~type I transforming growth factor beta receptor binding,GO:0034714~type III transforming growth factor beta receptor binding,GO:0042802~identical protein binding,GO:0044877~macromolecular complex binding,GO:0050431~transforming growth factor beta binding,	IPR001111:TGF-b_propeptide,IPR001839:TGF-b_C,IPR015615:TGF-beta-rel,IPR015618:TGFB3,IPR016319:TGF-beta,IPR017948:TGFb_CS,IPR029034:Cystine-knot_cytokine,	hsa04010:MAPK signaling pathway,hsa04060:Cytokine-cytokine receptor interaction,hsa04068:FoxO signaling pathway,hsa04110:Cell cycle,hsa04218:Cellular senescence,hsa04350:TGF-beta signaling pathway,hsa04390:Hippo signaling pathway,hsa04933:AGE-RAGE signaling pathway in diabetic complications,hsa05140:Leishmaniasis,hsa05142:Chagas disease,hsa05144:Malaria,hsa05145:Toxoplasmosis,hsa05146:Amoebiasis,hsa05152:Tuberculosis,hsa05161:Hepatitis B,hsa05166:Human T-cell leukemia virus 1 infection,hsa05200:Pathways in cancer,hsa05210:Colorectal cancer,hsa05211:Renal cell carcinoma,hsa05212:Pancreatic cancer,hsa05220:Chronic myeloid leukemia,hsa05225:Hepatocellular carcinoma,hsa05226:Gastric cancer,hsa05321:Inflammatory bowel disease,hsa05323:Rheumatoid arthritis,hsa05410:Hypertrophic cardiomyopathy,hsa05414:Dilated cardiomyopathy,hsa05415:Diabetic cardiomyopathy,	107970~Arrhythmogenic right ventricular dysplasia 1,615582~Loeys-Dietz syndrome 5,	PIRSF001787:TGF-beta,	SM00204:TGFB,		KW-0272~Extracellular matrix,KW-0964~Secreted,		KW-0122~Cardiomyopathy,KW-0225~Disease variant,	KW-0732~Signal,		KW-0339~Growth factor,KW-0497~Mitogen,	KW-0165~Cleavage on pair of basic residues,KW-0325~Glycoprotein,KW-0488~Methylation,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Basic and acidic residues,DISULFID:Interchain,DOMAIN:TGF-beta family profile,DOMAIN:TGF-beta propeptide,MOTIF:Cell attachment site,MUTAGEN:Q->R: Abolishes methylation by N6AMT1.,REGION:Disordered,
